clips	text
cefc-crfp-PRI-AIX-1-222	je des des des Noirs
cefc-crfp-PRI-AIX-1-20	le tour du pays Dogon une partie de une exploration un peu du pays Dogon qui qui s'est révélée délicieuse
cefc-crfp-PRI-AIX-1-119	on s'en apercevait pas beaucoup parce que il y avait pas tellement de militaires
cefc-crfp-PRI-AIX-1-203	euh et nous nous déplacions à pied dans le dans la ville sans problème
cefc-crfp-PRI-AIX-1-210	c'était et les là il était pas question de sortir quand on était euh il y avait le couvre-feu d'ailleurs
cefc-crfp-PRI-AIX-1-47	m'a servi parce que l'un des enfants qui nous enquiquinait euh
cefc-crfp-PRI-AIX-1-241	nous sommes partis avant nous
cefc-crfp-PRI-AIX-1-86	et un des véhicules s'est
cefc-crfp-PRI-AIX-1-127	mais c'était très élastique le couvre-feu à Bobo-Dioulasso hein
cefc-crfp-PRI-AIX-1-207	ah là c'était visible oui
cefc-crfp-PRI-AIX-1-100	est-ce qu'ils avaient vent de quelque chose euh
cefc-crfp-PRI-AIX-1-231	et c'est vrai que le Point qui était très bien avec le ces pays-là parce que c'était pas un un organisme c'est un organisme plutôt euh qui aidait les pays hein
cefc-crfp-PRI-AIX-1-109	lorsque le le propriétaire du de l'hôtel vient pour nous dire
cefc-crfp-PRI-AIX-1-117	euh effectivement euh Sankara venait de s' euh de s'emparer du pouvoir sans pratiquement effusion de sang
cefc-crfp-PRI-AIX-1-89	et puis il y avait ils avaient même failli avoir euh
cefc-crfp-PRI-AIX-1-129	et puis on rentrait dans la nuit euh pff
cefc-crfp-PRI-AIX-1-146	ça ça je crois aussi que ça joué hein
cefc-crfp-PRI-AIX-1-144	donc on on était on tout un groupe
cefc-crfp-PRI-AIX-1-202	notre chauffeur qui si mes souvenirs sont exacts s'appelait euh NNAAMMEE
cefc-crfp-PRI-AIX-1-29	ce que nous avions à faire nous étions dans un bon euh campement
cefc-crfp-PRI-AIX-1-40	c'est c'est tout à fait remarquable et typique
cefc-crfp-PRI-AIX-1-256	or ils ont pris en priorité évidemment les les personnes qui euh qui devaient euh partir le plus tôt
cefc-crfp-PRI-AIX-1-115	mais nous dormions euh à dans un dans un dans un hôtel indiqué par Le Guide Du Routard qui était tenu par un sénégalais d'origine qui était très très sympathique et avec qui nous avions
cefc-crfp-PRI-AIX-1-237	alors vous avez dû partir avant quoi
cefc-crfp-PRI-AIX-1-211	nous avons entendu des des des dans la nuit des parfois des des coups de mitraillette
cefc-crfp-PRI-AIX-1-181	bon il il se
cefc-crfp-PRI-AIX-1-177	et nous avons eu la chance de tomber euh sur une une mission euh
cefc-crfp-PRI-AIX-1-226	vous serez partis d'ici la fin de la semaine
cefc-crfp-PRI-AIX-1-4	était euh noire et qui était d'ailleurs
cefc-crfp-PRI-AIX-1-145	on se retrouvait chez eux comme ça
cefc-crfp-PRI-AIX-1-57	il n'y avait pratiquement personne comme euh européens
cefc-crfp-PRI-AIX-1-149	nous avons profité aussi bien sûr pour aller voir euh ce qu'on nous avait dit de de voir dans les environs hein
cefc-crfp-PRI-AIX-1-64	donc nous sommes partis alors qu'il avait
cefc-crfp-PRI-AIX-1-128	on sortait on allait manger euh
cefc-crfp-PRI-AIX-1-105	nous sommes allés directement à un hôtel que nous avaient indiqué des des français que nous avions rencontrés au cours du du voyage
cefc-crfp-PRI-AIX-1-160	nous ne l'avons pas vu c'est comme les hippopotames d'ailleurs
cefc-crfp-PRI-AIX-1-261_1	eh ben
cefc-crfp-PRI-AIX-1-259	donc quand il restait des places ils ont fait rentrer au fur à mesure
cefc-crfp-PRI-AIX-1-59	c'était très calme c'était très agréable
cefc-crfp-PRI-AIX-1-255	c'est c'est pas l'avion que nous devions prendre
cefc-crfp-PRI-AIX-1-227	et il s'est trouvé ça s'est révélé exact par la suite
cefc-crfp-PRI-AIX-1-176	nous avons fait plusieurs euh missions euh chrétiennes
cefc-crfp-PRI-AIX-1-180	mais comme il y avait fermeture des frontières on nous a dit
cefc-crfp-PRI-AIX-1-156	et ils les nourrissent
cefc-crfp-PRI-AIX-1-236	pas tout à fait deux semaines
cefc-crfp-PRI-AIX-1-63	on est obligé de de continuer le le voyage et de Djenné
cefc-crfp-PRI-AIX-1-99	et à la frontière on nous a dit non non non il vaut mieux que vous continuiez euh
cefc-crfp-PRI-AIX-1-69	mais là il y avait une digue
cefc-crfp-PRI-AIX-1-257	et nous avons été parmi les derniers à monter ils ont rempli l'avion évidemment
cefc-crfp-PRI-AIX-1-60	nous avons vu une euh euh un crépuscule
cefc-crfp-PRI-AIX-1-178	évangéliste américaine euh qui avait une petite case en plein centre enfin qui avait une un petit domaine
cefc-crfp-PRI-AIX-1-7	alors nous le nous avons accepté de de les prendre avec nous nous nous sommes mis d'accord pour partager les frais d'essence euh parce que c'est vrai que ça faisait hum
cefc-crfp-PRI-AIX-1-68	c'est-à-dire qu'on empêche les gens enfin on qu'on on on on déconseille aux gens de prendre la la route la piste parce que c'est dangereux ils peuvent euh
cefc-crfp-PRI-AIX-1-150	nous sommes descendus plus plus au sud encore des hauts de la Haute-Volta
cefc-crfp-PRI-AIX-1-70	on déconseille
cefc-crfp-PRI-AIX-1-93	nous avions nous n'étions pas très tranquilles
cefc-crfp-PRI-AIX-1-246	euh moi je serais encore resté
cefc-crfp-PRI-AIX-1-197	voilà donc c'est nous avons attendu là euh le premier avion du du Point d'ailleurs
cefc-crfp-PRI-AIX-1-37	on on lui a fait
cefc-crfp-PRI-AIX-1-138	il faut dire qu'à Bobo-Dioulasso en plus nos nos anglaises euh euh j'allais l'oublier
cefc-crfp-PRI-AIX-1-209	on savait jamais trop à quelle heure
cefc-crfp-PRI-AIX-1-73	avec une bande de goudron centrale hein
cefc-crfp-PRI-AIX-1-12	le dogon les deux anglaises mon épouse et moi euh
cefc-crfp-PRI-AIX-1-53	et ils nous ont accompagnés d'une façon très gentille et pas du tout agressive
cefc-crfp-PRI-AIX-1-170	parce que ce malgré tout mon épouse était très inquiète à cause de ce couvre-feu de la fermeture des frontières
cefc-crfp-PRI-AIX-1-97	parce que le chemin était vraiment très long et que nous la nuit arrive vers les les dix-sept heures trente dix-huit heures très rapidement
cefc-crfp-PRI-AIX-1-46	NNAAMMEE NNAAMMEE c'était un descendant du du cheikh Omar paraît-il qui avait euh islamisé le l'Afrique Noire euh
cefc-crfp-PRI-AIX-1-87	et avait chaviré
cefc-crfp-PRI-AIX-1-175	nous avons cherché pour nous loger euh en prenant les conseils toujours du Guide Du Routard
cefc-crfp-PRI-AIX-1-33	et visiblement euh c'est un peu l'habitude chez ces gens-là euh
cefc-crfp-PRI-AIX-1-61	euh alors que nous étions au sommet de la mosquée c'était c'était ravissant vraiment délicieux
cefc-crfp-PRI-AIX-1-42	ils essaient de de prendre de l'argent au maximum
cefc-crfp-PRI-AIX-1-131	le seul problème qu'on a eu d'ailleurs c'est c'est dans le
cefc-crfp-PRI-AIX-1-225	ne vous faites pas de soucis euh
cefc-crfp-PRI-AIX-1-39	et nous sommes partis ensuite pour Djenné qui est une ville sainte qui a une très belle mosquée euh typique euh du coin en terre avec euh euh des euh une armature en en bois dont on voit les les les morceaux de bois qui dépassent
cefc-crfp-PRI-AIX-1-85	que avec qui nous avions euh sympathisé qui faisaient partie du groupe
cefc-crfp-PRI-AIX-1-96	nous pensions dormir à la frontière
cefc-crfp-PRI-AIX-1-54	et à la limite si on n'avait pas voulu leur donner euh d'argent ben on aurait très bien pu ne pas leur en donner
cefc-crfp-PRI-AIX-1-172	ne ne voulait pas manquer le premier avion euh
cefc-crfp-PRI-AIX-1-154	où les crocodiles sont censés
cefc-crfp-PRI-AIX-1-23	tellement ça été agréable euh
cefc-crfp-PRI-AIX-1-102	nous sommes nous avons traversé euh
cefc-crfp-PRI-AIX-1-49	et euh quand je il m'a dit il ne le croyait pas quand je lui ai montré le le mot qu'avait marqué le la personne en question euh il s'est
cefc-crfp-PRI-AIX-1-158	c'est c'est c'est je sais pas si tu as vu cette émission
cefc-crfp-PRI-AIX-1-132	c'est c'est dans le dans l'hôtel où nous étions euh
cefc-crfp-PRI-AIX-1-103	donc la frontière et nous sommes arrivés en en Haute-Volta
cefc-crfp-PRI-AIX-1-77	et nous sommes quand même partis
cefc-crfp-PRI-AIX-1-52	il a parlé dans son dialecte avec son copain
cefc-crfp-PRI-AIX-1-238	vous avez changé votre programme
cefc-crfp-PRI-AIX-1-216	et ici on disait qu'il était plutôt pro-Libyen Sankara
cefc-crfp-PRI-AIX-1-244	mon épouse est était inquiète
cefc-crfp-PRI-AIX-1-32	et c'est là qu'on a décidé de se séparer de du Dogon parce que en fait ça faisait quand même quelques jours qu'on le trimbalait
cefc-crfp-PRI-AIX-1-78	alors je dois dire
cefc-crfp-PRI-AIX-1-152	il y a pas tellement longtemps d'ailleurs ce village
cefc-crfp-PRI-AIX-1-1	voilà nous nous étions interrompu au moment où nous avons rencontré les deux anglaises
cefc-crfp-PRI-AIX-1-189	avec un un gardien euh touareg qui gardait
cefc-crfp-PRI-AIX-1-133	nous étions euh en bas au au bar
cefc-crfp-PRI-AIX-1-235	et là on y est resté onze jours à peu près euh
cefc-crfp-PRI-AIX-1-118	ça été très très bien fait euh dans le pays
cefc-crfp-PRI-AIX-1-76	on se sépare comme ça
cefc-crfp-PRI-AIX-1-38	on lui a dit qu'on n'allait pas dans le même sens que lui et que on on allait le laisser là
cefc-crfp-PRI-AIX-1-111	il y a fermeture des frontières couvre-feu
cefc-crfp-PRI-AIX-1-190	euh la la propriété qui venait nous dire
cefc-crfp-PRI-AIX-1-72	une des rares routes goudronnées
cefc-crfp-PRI-AIX-1-30	nous nous entendions bien avec les deux
cefc-crfp-PRI-AIX-1-193	une case de de de quatre ou cinq personnes euh euh pour nous tous seuls
cefc-crfp-PRI-AIX-1-91	enfin tout s'était euh relativement bien passé
cefc-crfp-PRI-AIX-1-198	ça été un avion du Point qui a été autorisé à à à venir à vide
cefc-crfp-PRI-AIX-1-136	les les traveller's cheque
cefc-crfp-PRI-AIX-1-137	d'une de nos nos anglaises
cefc-crfp-PRI-AIX-1-130	c'est il y avait pas trop de problème quoi
cefc-crfp-PRI-AIX-1-247	non non pas du tout non non
cefc-crfp-PRI-AIX-1-205	on on euh par contre dans Ouagadougou qui est la la capitale évidemment euh on rencontrait beaucoup de d'hommes armés euh
cefc-crfp-PRI-AIX-1-41	et euh Djenné euh on nous savions déjà par le Guide Du Routard que il y avait quelques problèmes avec les enfants de de Djenné qui essaient toujours de toujours les mêmes histoires hein
cefc-crfp-PRI-AIX-1-142	pour combattre les les maladies euh qu'on peut rencontrer sous euh sous sous ces latitudes
cefc-crfp-PRI-AIX-1-250	donc on les a revus après
cefc-crfp-PRI-AIX-1-148	euh nous sommes restés quelque temps à Bobo-Dioulasso
cefc-crfp-PRI-AIX-1-229	donc euh ces gens faisaient sans doute partie de la population et des de la condition de ces comités
cefc-crfp-PRI-AIX-1-200	donc nous avons perdu évidemment nous avons rendu le véhicule
cefc-crfp-PRI-AIX-1-79	et excusez-moi pour euh pour l'expression mais c'est je crois que elle
cefc-crfp-PRI-AIX-1-218	et il y avait des des
cefc-crfp-PRI-AIX-1-139	nous avaient fait connaître d'autres anglais qui appartenaient à l'OMS et qui étaient là pour euh l'épandage de produits anti-moustiques pour et et enfin anti-moustiques et autres insectes
cefc-crfp-PRI-AIX-1-45	que m'avait faite euh
cefc-crfp-PRI-AIX-1-51	ils se sont tout de suite assagis
cefc-crfp-PRI-AIX-1-213	et euh enfin il y eu il y a pas eu de comme on le sait il y a pas eu d'effusion de sang euh Sankara
cefc-crfp-PRI-AIX-1-92	donc en pensant à ça euh et compte tenu de l'état du véhicule dont la direction n'était pas des plus précises c'est le moins qu'on puisse dire euh
cefc-crfp-PRI-AIX-1-183	si personne est venu on vous louera la case
cefc-crfp-PRI-AIX-1-126	était le couvre-feu ce qui fait que ça nous obligeait à rentrer relativement euh tôt
cefc-crfp-PRI-AIX-1-123	qu'un inconvénient c'était le soir
cefc-crfp-PRI-AIX-1-28	nous avons visité
cefc-crfp-PRI-AIX-1-81	nous avons vraiment serré les fesses euh jusqu'au bout euh jusqu'à ce que nous soyons arrivés euh à la à la route euh goudronnée
cefc-crfp-PRI-AIX-1-43	et c'est là que
cefc-crfp-PRI-AIX-1-147	c'était très s très très sympathique comme ambiance
cefc-crfp-PRI-AIX-1-98	dix-huit heures à peu près oui
cefc-crfp-PRI-AIX-1-114	euh en fait nous étions descendus là euh pour manger
cefc-crfp-PRI-AIX-1-14	et nous sommes partis
cefc-crfp-PRI-AIX-1-254	et n'ont pas pu rejoindre puisque c'est
cefc-crfp-PRI-AIX-1-21	et je je rêve uniquement de
cefc-crfp-PRI-AIX-1-134	c'est que on on a on a volé euh
cefc-crfp-PRI-AIX-1-234	initialement on était parti pour euh trois semaines je crois
cefc-crfp-PRI-AIX-1-185	alors le soir on était tranquille
cefc-crfp-PRI-AIX-1-16	donc Sanga qui était euh qui est qui est toujours euh en fait
cefc-crfp-PRI-AIX-1-11	et nous voilà partis donc euh à cinq
cefc-crfp-PRI-AIX-1-116	nous avons sympathisé d'ailleurs
cefc-crfp-PRI-AIX-1-27	là nous avons euh pas eu de problèmes particuliers euh
cefc-crfp-PRI-AIX-1-161	on est allé à la à l'endroit où il devait y avoir des hippopotames
cefc-crfp-PRI-AIX-1-151	nous n'avons malheureusement pas vu les euh les les crocodiles que j'ai pu voir à la télévision
cefc-crfp-PRI-AIX-1-208	il y avait euh le couvre-feu là aussi
cefc-crfp-PRI-AIX-1-36	on a dit bon ben là euh ça suffit maintenant qu'il se débrouille un peu
cefc-crfp-PRI-AIX-1-62	malheureusement c'est comme toujours
cefc-crfp-PRI-AIX-1-243	nous avons changé le programme parce que euh euh
cefc-crfp-PRI-AIX-1-90	des blessés des blessés oui graves
cefc-crfp-PRI-AIX-1-80	elle euh elle est elle image bien ce que nous ressentions
cefc-crfp-PRI-AIX-1-230	et euh et ils avaient donc dû avoir des des renseignements
cefc-crfp-PRI-AIX-1-120	nous avons pu continuer notre notre voyage tranquillement
cefc-crfp-PRI-AIX-1-260_1	voilà et nous sommes revenus sur euh sur la France moi euh avec beaucoup de
cefc-crfp-PRI-AIX-1-106	et euh qui était tenu d'ailleurs par un français
cefc-crfp-PRI-AIX-1-125	on ne savait jamais euh à précisément à quelle heure
cefc-crfp-PRI-AIX-1-8	ça fait l' l'essence était très chère
cefc-crfp-PRI-AIX-1-94	mais enfin tout s'est ça s'est quand même bien passé nous sommes arrivés sur le le chemin euh goudronné qui devait nous amener dans la deuxième nous faire retraverser la la frontière euh malienne euh avec le la Haute-Volta et qui nous devait nous amener dans la deuxième ville de Haute-Volta qui est Bobo-Dioulasso
cefc-crfp-PRI-AIX-1-217	mais enfin je ça s'est très très bien passé
cefc-crfp-PRI-AIX-1-163	je les ai vus par la suite ailleurs
cefc-crfp-PRI-AIX-1-74	et quand euh il y a un seul euh véhicule qui passe mais quand on se on se croise eh ben on euh une partie des roues est sur la bande goudronnée l'autre partie est de côté hein
cefc-crfp-PRI-AIX-1-201	et nous avons laissé euh
cefc-crfp-PRI-AIX-1-253	si nous nous avons pu partir justement parce que beaucoup de de de gens étaient coincés euh et ne
cefc-crfp-PRI-AIX-1-219	et moi il y a une chose qui m'a surpris
cefc-crfp-PRI-AIX-1-174	en garde à ma belle-mère donc nous avons fait le le le retour sur Ouagadougou sans problème à Ouagadougou euh
cefc-crfp-PRI-AIX-1-24	ceci étant terminé nous sommes partis pour Mopti qui est un un port un sur le fleuve
cefc-crfp-PRI-AIX-1-212	et euh coups de feu qui c'était visiblement des mitraillettes puisque c'est des rafales
cefc-crfp-PRI-AIX-1-173	qui aurait l'autorisation de décoller de de la Haute-Volta pour la France parce que nous avions laissé notre fille qui était petite
cefc-crfp-PRI-AIX-1-67	et on nous déconseillait de partir parce qu'il y a ce qu'ils mettent des barrières ce qu'ils appellent des barrières de pluie euh
cefc-crfp-PRI-AIX-1-88	euh et ils avaient ils avaient perdu du matériel
cefc-crfp-PRI-AIX-1-166	euh donc après euh nous avons dû euh remonter sur Ouagadougou
cefc-crfp-PRI-AIX-1-108	nous terminions de de dîner
cefc-crfp-PRI-AIX-1-13	et euh et six avec le chauffeur même nous nous n'oublions pas ce ce chauffeur
cefc-crfp-PRI-CAE-1-303	et juste en-dessous il y a le fou hein
cefc-crfp-PRI-CAE-1-117	euh non non non non non euh
cefc-crfp-PRI-CAE-1-137	pour que je retrouve le même total
cefc-crfp-PRI-CAE-1-155	je m'en étais pas soucié jusque-là
cefc-crfp-PRI-CAE-1-13	et d'où ça vient le tarot parce que moi je suis inculte là-dessus
cefc-crfp-PRI-CAE-1-83	puis je lui dis vous pouvez me reproduire ça sur un vieux bois
cefc-crfp-PRI-CAE-1-55	non plus mais comment vous avez su ça
cefc-crfp-PRI-CAE-1-36	mais non faites faites-le pour moi
cefc-crfp-PRI-CAE-1-131	alors ça c'était pour le quatre-vingt-dix-neuvième anniversaire de l'apparition de la Vierge à Pontmain
cefc-crfp-PRI-CAE-1-254	il fait passer le neuf avant le huit sans vous donner de commentaires
cefc-crfp-PRI-CAE-1-178	alors c'est des choses assez étonnantes
cefc-crfp-PRI-CAE-1-108	et euh qui se manifestait à sa façon
cefc-crfp-PRI-CAE-1-263	alors ils divulguaient pas ça n'importe comment
cefc-crfp-PRI-CAE-1-118	j'ai j'ai laissé tomber euh
cefc-crfp-PRI-CAE-1-222	c'est autre chose parce que vous me parlez de vos rêves euh
cefc-crfp-PRI-CAE-1-162	bon euh je les pas vus longtemps un éclair euh qui a les a effacés
cefc-crfp-PRI-CAE-1-212	je vérifie dans le dictionnaire Robert les deux étaient synonymes
cefc-crfp-PRI-CAE-1-288	j'ai des à la maison
cefc-crfp-PRI-CAE-1-207	je tombe sur la photographie du Shiva qui est dans le fond du magasin
cefc-crfp-PRI-CAE-1-134	alors que je prévoyais rien du
cefc-crfp-PRI-CAE-1-310	or le fou est en marge c'était c'est le seul lame du tarot où on est entièrement libre
cefc-crfp-PRI-CAE-1-267	et bon euh les arcanes c'est un chemin vers l'imaginaire pour défricher des secrets
cefc-crfp-PRI-CAE-1-70	il y a plein de trucs qui leur échappent
cefc-crfp-PRI-CAE-1-228	c'est ça le hic
cefc-crfp-PRI-CAE-1-203	et quand j'ai cherché dans le matériel médical homéopathique à cobra j'ai rien trouvé bien sûr
cefc-crfp-PRI-CAE-1-259	et il y a une combine
cefc-crfp-PRI-CAE-1-18	vous avez la seizième lame
cefc-crfp-PRI-CAE-1-172	et il y avait Moïse et Aaron dessus
cefc-crfp-PRI-CAE-1-129	et euh vous voyez quoi
cefc-crfp-PRI-CAE-1-188	qu'il trouvait pas visiblement
cefc-crfp-PRI-CAE-1-116	non vous n'avez
cefc-crfp-PRI-CAE-1-308	alors il lui a collé un numéro hein
cefc-crfp-PRI-CAE-1-138	c'est-à-dire le chiffre dix-sept quand j'avais additionné les le jour le mois et caetera bon
cefc-crfp-PRI-CAE-1-242	mais qui a fait des dessins lui-même
cefc-crfp-PRI-CAE-1-12	ça pour moi c'est c'est visible
cefc-crfp-PRI-CAE-1-25	mais des constellations de l'hémisphère Sud hein alors il faut réfléchir avant de bavarder
cefc-crfp-PRI-CAE-1-187	j'ai même retrouvé des des notes de Breton des une correspondance de Breton avec un un libraire de l'époque où il recherchait des bouquins d'ésotérisme et caetera
cefc-crfp-PRI-CAE-1-98	elle est apparue elle-même au général allemand en lui demandant de stopper le l'offensive
cefc-crfp-PRI-CAE-1-217	l'asthénie le naja
cefc-crfp-PRI-CAE-1-54	l' l'interprétation que vous donnez pas bonne
cefc-crfp-PRI-CAE-1-93	le le dix-sept un mille neuf cent soixante-dix
cefc-crfp-PRI-CAE-1-170	et puis j'en ai eu d'autres indications des fois
cefc-crfp-PRI-CAE-1-78	à partir du bas-relief seizième
cefc-crfp-PRI-CAE-1-27	autour c'est automatiquement on est en train de détruire la tour détruire la Maison-Dieu
cefc-crfp-PRI-CAE-1-88	novembre décembre je vois rien venir bon lui ça
cefc-crfp-PRI-CAE-1-197	et bon en une journée j'ai trouvé quoi
cefc-crfp-PRI-CAE-1-307	alors à tel point qu'un jésuite qui a voulu faire un bouquin sur le sur le tarot était en gêné parce qu'il y avait pas de numéro
cefc-crfp-PRI-CAE-1-274	euh c'est bon ça va pas loin pour moi
cefc-crfp-PRI-CAE-1-311	alors ça me donne une liberté vis-à-vis de l'Eternel
cefc-crfp-PRI-CAE-1-102	alors bon euh il me téléphone dans l'après-midi en fin d'après-midi
cefc-crfp-PRI-CAE-1-35	mais votre votre machin il va déborder un de ces quatre matins
cefc-crfp-PRI-CAE-1-252	alors vraiment décrit d'une façon ultra-sommaire euh
cefc-crfp-PRI-CAE-1-41	passons son nom euh qui a trouvé que ça ça rimait à rien du tout ce bas-relief-là
cefc-crfp-PRI-CAE-1-314	et c'est exactement ce que je fais hein
cefc-crfp-PRI-CAE-1-151	je lui explique ce qui s'est passé
cefc-crfp-PRI-CAE-1-81	c'était en septembre soixante-neuf euh
cefc-crfp-PRI-CAE-1-147	mais comment vous atteindre si vous êtes ainsi
cefc-crfp-PRI-CAE-1-292	il était neuf heures je devais à l'époque ouvrir à neuf heures et demie
cefc-crfp-PRI-CAE-1-312	c'est-à-dire de l'engueuler quand ça me fait plaisir hein euh en en référence à la monarchie où le le fou du du roi
cefc-crfp-PRI-CAE-1-142	il les nt manie s il les il s les nt manoeuvre facilement
cefc-crfp-PRI-CAE-1-96	et c'est là qu'elle a arrêté l'offensive allemande de soixante-dix
cefc-crfp-PRI-CAE-1-234	alors bon ben il y a il y a des gars qui savent rien du tout et qui se permettent d'écrire bon
cefc-crfp-PRI-CAE-1-119	j'ai laissé la conservatrice dans ses erreurs
cefc-crfp-PRI-CAE-1-179	quoi oui euh votre parcours c'est euh parce que la sensibilité que vous avez pour le tarot et ce monde-là
cefc-crfp-PRI-CAE-1-260	et vous trouvez le nombre Pi
cefc-crfp-PRI-CAE-1-95	et vous pouvez voir aussi parce que c'était le quatre-vingt-dix-neuvième anniversaire des apparitions de la Vierge à Pontmain à cent vingt kilomètres de Caen
cefc-crfp-PRI-CAE-1-221	et euh dans le tarot vous parce que vous parliez de symbolique
cefc-crfp-PRI-CAE-1-112	parce que ce ce bas-relief contient ma date de naissance hein une façon très précise
cefc-crfp-PRI-CAE-1-158	j'ai eu des différentes visions de Moïse Moïse avec son frère
cefc-crfp-PRI-CAE-1-161	il y avait son frère Aaron
cefc-crfp-PRI-CAE-1-48	vraiment ça en comprenant rien du tout
cefc-crfp-PRI-CAE-1-223	vous avez vous avez des messages et des visions mais le tarot qu'est-ce que vous y développez
cefc-crfp-PRI-CAE-1-107	dix-sept boum c'était la Vierge
cefc-crfp-PRI-CAE-1-72	sous prétexte qu'ils avaient pas la doctrine officielle qu'il fallait admettre
cefc-crfp-PRI-CAE-1-168	c'était quand même assez étonnant hein
cefc-crfp-PRI-CAE-1-146	et puis mon interrogation dans le rêve
cefc-crfp-PRI-CAE-1-136	euh en pleine nuit avec un jour d'avance
cefc-crfp-PRI-CAE-1-276	pour vous d'un point de vue personnel euh
cefc-crfp-PRI-CAE-1-8	excusez-moi de l'autre côté
cefc-crfp-PRI-CAE-1-297	immédiatement il y a un rayon de soleil qui passe et qui vient se réfléchir sur les lames de tarot que j'ai encadrées
cefc-crfp-PRI-CAE-1-272	hum c'est un parcours c'est un parcours initiatique un parcours d'initiation chez les francs-maçons
cefc-crfp-PRI-CAE-1-145	vision solaire du Père
cefc-crfp-PRI-CAE-1-258	il faut répartir les points à égale distance avec les chiffres qu'il donne et puis tracer l'étoile de l'étoile de David qui est l'étoile de tout le monde finalement parce que c'est pas spécialement aux juifs hein
cefc-crfp-PRI-CAE-1-15	apparemment euh il y avait un type à Marseille qui a voyagé pas mal
cefc-crfp-PRI-CAE-1-301	l'arcane dix-sept hein
cefc-crfp-PRI-CAE-1-201	asthénie oui oui c'est il manque des dents
cefc-crfp-PRI-CAE-1-68	en en en effaçant des
cefc-crfp-PRI-CAE-1-299	lumineux parfait sur deux lames
cefc-crfp-PRI-CAE-1-86	bon alors septembre passe octobre
cefc-crfp-PRI-CAE-1-94	et ça c'est des rapports de chiffres qui sont visibles pour moi
cefc-crfp-PRI-CAE-1-103	et il me dit monsieur NNAAMMEE euh
cefc-crfp-PRI-CAE-1-306	c'est ce qu'il y a de plus important dans le tarot
cefc-crfp-PRI-CAE-1-21	alors interprétation simpliste on croit qu'on canarde la tour pour la détruire absolument rien à voir avec ça
cefc-crfp-PRI-CAE-1-209	puis je m'aperçois que le serpent qu'il a autour du bras il s nt appelle un cobra
cefc-crfp-PRI-CAE-1-115	en même temps alors vous avez fait le voyage vous avez récupéré le bas-relief
cefc-crfp-PRI-CAE-1-282	ah ben j'ai une philosophie de la vie
cefc-crfp-PRI-CAE-1-63	et puis la symbolique ils y connaissent rien
cefc-crfp-PRI-CAE-1-128	c'est une riposte de l'autre côté hein
cefc-crfp-PRI-CAE-1-204	bon euh j'ai le lendemain
