clips	text
cefc-coralrom-ffamcv01-283	si à un moment si à si à un moment où tu si il y a un moment où tu te dis il faut que je fasse ça donc c'est que c'est plus viable
cefc-coralrom-ffamcv01-456	tu le tu le provoques comment tu le génères ça
cefc-coralrom-ffamcv01-138	mais carrément voilà on peut percevoir l'amour comme une contrainte
cefc-coralrom-ffamcv01-263	parce que pour moi ce que tu définis c'est pas du tout l'amour c'est une atturance une attirance
cefc-coralrom-ffamcv01-334	si donc donc moins tu le vois plus tu as de chance
cefc-coralrom-ffamcv01-174	tu le conçois comment alors comme idéal euh idéal comme euh comme au premier jour euh
cefc-coralrom-ffamcv01-34	voilà je continue ou
cefc-coralrom-ffamcv01-374	moi c- cinq ans
cefc-coralrom-ffamcv01-314	euh ben moi pour l'instant je je
cefc-coralrom-ffamcv01-74	il faut qu'on définisse parce que tous les amours sont possibles
cefc-coralrom-ffamcv01-116	c'est juste tu tu te rends compte que ben
cefc-coralrom-ffamcv01-357	ah ben un an et euh un an et demi c'est ça va
cefc-coralrom-ffamcv01-385	donc tout le monde peut en parler
cefc-coralrom-ffamcv01-326	donc on résout les problèmes comme ça
cefc-coralrom-ffamcv01-233	de toutes façons euh c'est très simple
cefc-coralrom-ffamcv01-262	je pense pas justement que que ce soit quelque chose d'une part qui serait tué par le le fait d'être ensemble
cefc-coralrom-ffamcv01-353	s'il te plait pour essayer de parler de la même chose parce que sinon on va pas s'en sortir
cefc-coralrom-ffamcv01-54	parce que c'est pas c'est pas gagné d'avance
cefc-coralrom-ffamcv01-266	si tu manges trop de pizzas tu t'en lasses
cefc-coralrom-ffamcv01-426	j'étais habitué à la personne
cefc-coralrom-ffamcv01-180	pas c'est à la limite tu vois
cefc-coralrom-ffamcv01-445	et puis voilà quoi tu as
cefc-coralrom-ffamcv01-341	voilà après il faut il faut une
cefc-coralrom-ffamcv01-430	voilà ça fait peur
cefc-coralrom-ffamcv01-332	alors c'est que donc tu déroges à ce que tu dis
cefc-coralrom-ffamcv01-281	ouais bé ouais
cefc-coralrom-ffamcv01-368_1	en couple
cefc-coralrom-ffamcv01-48	et on peut se sentir comme livrée au hasard victime d'une destinée dont l'essentiel nous échappe
cefc-coralrom-ffamcv01-472	tu dis vraiment l'état des choses et l'autre pareil
cefc-coralrom-ffamcv01-383	et Julien pareil donc c'est bon d'accord
cefc-coralrom-ffamcv01-389	je je parlerais pas moi ouais
cefc-coralrom-ffamcv01-236	donc c'est pas forcément couple
cefc-coralrom-ffamcv01-107	qui qui se planifie ouais
cefc-coralrom-ffamcv01-342	il faut je crois qu'il faut euh des petites doses pour s'habituer à l'autre au quotidien progressif
cefc-coralrom-ffamcv01-127	non non non non
cefc-coralrom-ffamcv01-80	c'est vrai pour les les tu vois
cefc-coralrom-ffamcv01-284	tout en ayant une vie de couple de rendre le truc dynamique et progressif et d'adaptation c'est ça c'est à ça que ça sert
cefc-coralrom-ffamcv01-75	non mais voilà parce que là c'est euh tout ce tout ce qui est général donc tout ce qu'a dit Charlotte
cefc-coralrom-ffamcv01-354	donc un an dépassé un an
cefc-coralrom-ffamcv01-289	ben tu pars tu te casses
cefc-coralrom-ffamcv01-184	quoi ça je parle dans un monde idéal
cefc-coralrom-ffamcv01-346	qui a une expérience
cefc-coralrom-ffamcv01-336	pour l'instant pour me faire à l'idée
cefc-coralrom-ffamcv01-440	ouais mais si les deux personnes cherchent pas adapter un truc à construire un truc ensemble c'est ça en fait si tu si tu as des rêves tu vois si t si tu as des rêves en commun
cefc-coralrom-ffamcv01-403	mais je non mais c'est pas justement c'est pas un choix
cefc-coralrom-ffamcv01-94	voilà ouais c'est un réglage
cefc-coralrom-ffamcv01-58	ou que l'amitié quoi avec avec sa mère je sais pas on peut des fois
cefc-coralrom-ffamcv01-216	ah mais attends
cefc-coralrom-ffamcv01-331	merci pourquoi merci
cefc-coralrom-ffamcv01-18	donc ben ça voilà je vais en parler quoi
cefc-coralrom-ffamcv01-377	deux ans et une fois trois ans enfin là trois ans
cefc-coralrom-ffamcv01-102	mais pourquoi tu y penses quand euh vous pensez qu'on qu'on peut y
cefc-coralrom-ffamcv01-402	ouais parce que mais en fait c'est pas
cefc-coralrom-ffamcv01-487	ouais mais dans ces bas tu crois qu'il y a encore de l'amour
cefc-coralrom-ffamcv01-93	tu attends pas comme ça ouais
cefc-coralrom-ffamcv01-136	ce que tu as l'air de c'est ça
cefc-coralrom-ffamcv01-22	c'est comme on peut jamais dire jamais ben là voilà il y a il y a une petite citation là qui est sympa d'un gars là euh
cefc-coralrom-ffamcv01-424	et puis je me suis rendu compte au bout de de cinq ans cinq ans et demi même que finalement c'était euh un système d'habitude qui s'était instauré une routine tu vois
cefc-coralrom-ffamcv01-65	mh mh
cefc-coralrom-ffamcv01-452	moi tu sais c'est par cycles quoi des fois c'est le top et tout
cefc-coralrom-ffamcv01-103	enfin c'est quelque chose euh qui vient
cefc-coralrom-ffamcv01-278	non mais tu peux avoir une vie de couple et tuer les habitudes
cefc-coralrom-ffamcv01-169	comment enfin je veux dire quand tu l'imagines
cefc-coralrom-ffamcv01-10	bon alors le titre déjà denrée périssable
cefc-coralrom-ffamcv01-210	je suis sûre que tu le penses pas
cefc-coralrom-ffamcv01-442	mais Charlotte parlait pas de ça
cefc-coralrom-ffamcv01-150	donc c'est pas une contrainte puisque toi tu es dans ce monde là que tu aimes la personne que tu machin
cefc-coralrom-ffamcv01-387	donc tu vois je voudrais pas non
cefc-coralrom-ffamcv01-287	ah non justement c'est que tu prends conscience et que tu tu es attaché à la personne
cefc-coralrom-ffamcv01-406	enfin je sais pas il y a un un matin
cefc-coralrom-ffamcv01-221	vous dites au bout d'un moment la vie de couple
cefc-coralrom-ffamcv01-411	si tu veux comme tu disais tout à l'heure ils étaient peut-être inconscients
cefc-coralrom-ffamcv01-279	c'est pour ça que c'est à toi de faire
cefc-coralrom-ffamcv01-49	et donc l'amour ben ça serait une question de de dosage entre intimité
cefc-coralrom-ffamcv01-187	tu tu passerais pas quarante ans de ta vie avec la même personne
cefc-coralrom-ffamcv01-194	si ça reste toujours pareil ben c'est bon
cefc-coralrom-ffamcv01-462	il y a il y a une engueulade
cefc-coralrom-ffamcv01-16	enfin je sais pas ça me fait ça m'a fait bizarre
cefc-coralrom-ffamcv01-25	et il dit on est toujours prévenu de tout dans l'amour et toujours l'inattendu arrive
cefc-coralrom-ffamcv01-343	d'abord qui a une expérience d'abord qui a une une expérience de l'amour
cefc-coralrom-ffamcv01-42	il dit vivre ensemble c'est engager une dépendance réciproque qui favorise la complémentarité le soutien mutuel
cefc-coralrom-ffamcv01-280	voilà de faire en sorte que bon ben allez on va faire tu vois
cefc-coralrom-ffamcv01-286	ah non non non
cefc-coralrom-ffamcv01-317	non mais vas-y
cefc-coralrom-ffamcv01-467	et tu tu es franc quoi tu es tu parles avec l'autre personne de toi
cefc-coralrom-ffamcv01-13	c'est un truc à consommer tout de suite une marchandise
cefc-coralrom-ffamcv01-68	je crois qu'on peut on peut faire le parallèle entre côté de ce que tu dis là la victime du destin le terme de denrée périssable justement
cefc-coralrom-ffamcv01-137	tu ce qui te choque un petit peu c'est euh c'est la contrainte voilà
cefc-coralrom-ffamcv01-20	c'est-à-dire qu'on sait jamais euh
cefc-coralrom-ffamcv01-201	enfin là tu dis n'importe quoi tu
cefc-coralrom-ffamcv01-32	l'état amoureux
cefc-coralrom-ffamcv01-166	mais comment tu veux que ça marche toi
cefc-coralrom-ffamcv01-259	ah ben dis nous vas-y
cefc-coralrom-ffamcv01-291	faut pas être non plus si tranché
cefc-coralrom-ffamcv01-156	au début c'est le coup de foudre machin
cefc-coralrom-ffamcv01-370	mais est ce que qui a vécu qui a vécu
cefc-coralrom-ffamcv01-390	et alors ben je sais bé l'expérience ça donné quoi
cefc-coralrom-ffamcv01-204	l'amour pragmatique
cefc-coralrom-ffamcv01-422	moi je moi je pense qu'en fait
cefc-coralrom-ffamcv01-160	à je pense qu'on se on se on se compromet beaucoup là en disant qu'il y a des amours ou un amour je sais pas moi euh franchement ce que c'est j'ai une expérience personnelle
cefc-coralrom-ffamcv01-356	mais un an c'est voilà
cefc-coralrom-ffamcv01-56	et puis autant pour les pour l'amour filial que
cefc-coralrom-ffamcv01-417	donc c'est pour ça que c'est ce que je veux reproduire
cefc-coralrom-ffamcv01-98	c'est euh ce n'est jamais linéaire
cefc-coralrom-ffamcv01-244	oui pour moi c'est ça
cefc-coralrom-ffamcv01-416	mh moi j'ai fait l'inverse
cefc-coralrom-ffamcv01-264	je sais pas c'est comme le fait de manger une pizza
cefc-coralrom-ffamcv01-196	mais pas forcément
cefc-coralrom-ffamcv01-352	mais on va mettre la barre au delà d'une année hein d'accord
cefc-coralrom-ffamcv01-12	c'est un fruit à consommer tout de suite ben
cefc-coralrom-ffamcv01-167	tu conc - tu conçois
cefc-coralrom-ffamcv01-361	tout le monde tu es accepté tu peux rester
cefc-coralrom-ffamcv01-328	si il vient c'est bien
cefc-coralrom-ffamcv01-185	un puzzle c'est fixe est vrai
cefc-coralrom-ffamcv01-162	tu parles d'amour passionné toi de coup de foudre machin
cefc-coralrom-ffamcv01-423	j'ai cru être amoureux très longtemps
cefc-coralrom-ffamcv01-5	ça c'est le le débat que nous allons avoir
cefc-coralrom-ffamcv01-11	alors dans le dictionnaire ça veut dire euh
cefc-coralrom-ffamcv01-168	mais euh tu conçois ta vie de couple
cefc-coralrom-ffamcv01-428	enfin j'ose espérer que ça sera pas ça
cefc-coralrom-ffamcv01-466	mais vraiment tu parles vraiment quoi
cefc-coralrom-ffamcv01-395	donc c'est un refus catégorique
cefc-coralrom-ffamcv01-296	comme tu prends la peine de te remettre en question machin en plus déjà
cefc-coralrom-ffamcv01-23	il s'appelle Jean D' Jean D'Ormesson ouais
cefc-coralrom-ffamcv01-335	non non c'est pas ça c'est que
cefc-coralrom-ffamcv01-381	a vécu a eu l'expérience quoi
cefc-coralrom-ffamcv01-391	tu as pas été obligé de de partir ben de le mettre dehors
cefc-coralrom-ffamcv01-215	pragmatique non mais
cefc-coralrom-ffamcv01-175	ben dans ouais dans le meilleur des mondes c'est comme ça
cefc-coralrom-ffamcv01-15	donc déjà il y a consommer qui euh consommer l'amour
cefc-coralrom-ffamcv01-444	enfin tu tu te fais une image de
cefc-coralrom-ffamcv01-382	et derrière Fred bon oui
cefc-coralrom-ffamcv01-108	ouais ça enfin personnellement moi je le vis comme ça quoi au bout d'un certain temps
cefc-coralrom-ffamcv01-29	la situation donc il faut avancer ensemble
cefc-coralrom-ffamcv01-239	la passion ben c'est une maladie la passion
cefc-coralrom-ffamcv01-118	et donc tu sais que tu vas devoir
cefc-coralrom-ffamcv01-193	ah la preuve
cefc-coralrom-ffamcv01-297	enfin tu as vraiment euh tu veux vraiment résoudre le truc
cefc-coralrom-ffamcv01-183	non un puzzle c'est fixe tu es fou
cefc-coralrom-ffamcv01-366	tous les tous les six mois non en couple en couple en couple
cefc-coralrom-ffamcv01-384_2	et toi
cefc-coralrom-ffamcv01-294	c'est clair voilà c'est clair tandis que
cefc-coralrom-ffamcv01-464	parce que ça tu vois ça ça ça va bref quoi
cefc-coralrom-ffamcv01-217	c'est tout le contraire Cyril non mais pragmatique réel quoi
cefc-coralrom-ffamcv01-154	voilà il faut passer à
cefc-coralrom-ffamcv01-433	et euh voilà non mais c'est vrai qu'au bout d'un moment je me suis rendu compte que c'était une habitude
cefc-coralrom-ffamcv01-488	est-ce que à ce moment là c'est de
cefc-coralrom-ffamcv01-394	enfin je veux pas faire de la psychanalyse non plus parce que tu as pas voulu
cefc-coralrom-ffamcv01-50	distance quoi voilà
cefc-coralrom-ffamcv01-490	il y a de l'amour vu que
cefc-coralrom-ffamcv01-307	il a pas répondu il te pose la question très fort
cefc-coralrom-ffamcv01-254	tes am tes amours tes
cefc-coralrom-ffamcv01-234	il y a pas enfin j'arrive pas concevoir comment on peut être encore amoureux parce que j'ai qu'une image euh pour moi l'amour
cefc-coralrom-ffamcv01-8	donc je lis mon ma préparation euh
cefc-coralrom-ffamcv01-459	ben oui tu le provoques justement quand ça va plus du tout
cefc-coralrom-ffamcv01-392	d'adapter d'adapter non mais de faire parce que tu as pas voulu adapter
cefc-coralrom-ffamcv01-125	mais si tu sens qu'il y a une contrainte d'adaptation je sais pas si c'est vraiment de l'amour si tu dis je vais
cefc-coralrom-ffamcv01-427	mais attention attention c'est pas pour autant que je me dis que ce sera systématiquement toujours le cas loin de là
cefc-coralrom-ffamcv01-197	si tout ce que tu veux se trouve dans l'autre
cefc-coralrom-ffamcv01-270	et donc si tu restes avec la personne que tu aimes tu t'en lasses ça
cefc-coralrom-ffamcv01-345	euh longue durée on va dire et pas euh pas six mois un an euh ici
cefc-coralrom-ffamcv01-250	ah moi c'est le terme denrée qui me choque tu vois denrée
cefc-coralrom-ffamcv01-333	non non c'est que pour l'instant j'ai envie de mettre tout tous les chances de mon côté et que après effectivement on verra
cefc-coralrom-ffamcv01-47	et l'indépendance synergie et désynchronisation
cefc-coralrom-ffamcv01-388	non ah bon excuse-moi j'oubliais les règles sorry
cefc-coralrom-ffamcv01-71	non mais attendez là de quel amour
cefc-coralrom-ffamcv01-89	en amour ça vous convient ça ça
cefc-coralrom-ffamcv01-46	on comprend enfin rien n'est donc prévisible quant au résultat du mouvement pendulaire inexorable entre la dépendance
cefc-coralrom-ffamcv01-86	mais mais puis d'abord est-ce qu'il y a quelqu'un qui est pas d'accord avec euh ces cadres là pour commencer
cefc-coralrom-ffamcv01-405	ah ah bon
cefc-coralrom-ffamcv01-151	donc tu dis je préfère m'adapter qu'on progresse ensemble en même temps plutôt que qu'on soit comme ça
cefc-coralrom-ffamcv01-274	bé oui mais tu crois pas que là il y a une certaine habitude
cefc-coralrom-ffamcv01-414	mh mais c'est est c'est ce que je ne veux pas reproduire en fait
cefc-coralrom-ffamcv01-4	l'amour est-il une denrée périssable
cefc-coralrom-ffamcv01-465	et euh et alors là tu parles tu parles
cefc-coralrom-ffamcv01-188	tu irais voir ailleurs tous les deux mois
cefc-coralrom-ffamcv01-186	mais ça serait ça serait à chier si c'était ça
cefc-coralrom-ffamcv01-308	tu ferais un bon homme politique toi
cefc-coralrom-ffamcv01-368_2	ça commence à faire bien ouais
cefc-coralrom-ffamcv01-148	oui tu ne le vis pas comme une contrainte ben voilà
cefc-coralrom-ffamcv01-38	alors là je vais lire un truc de Georges Abraham en fait
cefc-coralrom-ffamcv01-457	mais comment tu le génères c'est ça aussi
cefc-coralrom-ffamcv01-165	comment euh il y a des différences ou est-ce que c'est la même chose qui est qui est ressentie différemment par les mêmes personnes
cefc-coralrom-ffamcv01-163	j'ai pas dit que c'était des amours
cefc-coralrom-ffamcv01-410	mais je suis consciente que j'ai fait des efforts aussi
cefc-coralrom-ffamcv01-305	ta ta vie potentielle
cefc-coralrom-ffamcv01-76	c'est général ça s'adapte à
cefc-coralrom-ffamcv01-112	non parce que ça fait peur
cefc-coralrom-ffamcv01-396	parce que j'ai pas parce que j'ai pas voulu adapter
cefc-coralrom-ffamcv01-182	et il y a pas de compromis à faire
cefc-coralrom-ffamcv01-413	parce que tu tu as influencé forcément
cefc-coralrom-ffamcv01-130	c'est un peu rigolo vous êtes d'accord tous les deux
cefc-coralrom-ffamcv01-479	moi je pense que c'est différent dans chaque histoire
cefc-coralrom-ffamcv01-248	ton comment tu l'appliquerais toi dans ton quotidien pas dans un monde absolu
cefc-coralrom-ffamcv01-37	oui oui oui oui si tu as autre chose ouais bien sûr vas-y
cefc-coralrom-ffamcv01-43	s'il y a dépendance excessive elle menace l'autonomie de chacun
cefc-coralrom-ffamcv01-144	et oui c'est forcément une contrainte c'est un équilibre
cefc-coralrom-ffamcv01-55	donc c'est périssable comme
cefc-coralrom-ffamcv01-41	et il dit euh enfin ouais
cefc-coralrom-ffamcv01-471	non mais je veux dire tu es vraiment tu tu as pas peur de faire mal à l'autre machin
cefc-coralrom-ffamcv01-149	mais oui oui d'accord oui
cefc-coralrom-ffamcv01-142	mais non mais c'est
cefc-coralrom-ffamcv01-447	mais bon donc des fois tu as des petites contraintes quand même
cefc-coralrom-ffamcv01-454	paf c'est reparti pour trois mois de love story et tout oui
cefc-coralrom-ffamcv01-477	mh mh voilà mais euh c'est c'est un truc vécu personnel
cefc-coralrom-ffamcv01-219	on parle de l'amour ou de la vie de couple
cefc-coralrom-ffamcv01-67	c'est victime du destin
cefc-coralrom-ffamcv01-473	et après t tu vois tu parles
cefc-coralrom-ffamcv01-329	j'ai pas encore pris d'amants merci à ma conscience ici présente euh
cefc-coralrom-ffamcv01-145	mais non si tu aimes c'est pas une contrainte
cefc-coralrom-ffamcv01-455	mais le paf c'est reparti
cefc-coralrom-ffamcv01-35	bon ouais ouais j'en ai encore ouais
cefc-coralrom-ffamcv01-66	non dans ta dernière citation moi il y a un mot qui m'a frappé quand même
cefc-coralrom-ffamcv01-117	tu tu envisages de de vivre ta vie avec cette personne là
cefc-coralrom-ffamcv01-28	si pour toi ça résume bien euh
cefc-coralrom-ffamcv01-200	on est des humains on est soit pragmatique
cefc-coralrom-ffamcv01-246	quand tu parles de truc idéal mais ton truc à toi c'est quoi parce que tu en penses quoi de l'amour est-il une denrée périssable dans den- ouais
cefc-coralrom-ffamcv01-110	mh mais-ce que est-ce que le le la le planifier
cefc-coralrom-ffamcv01-135	mais parce que parce que non voilà voilà
cefc-coralrom-ffamcv01-181	c'est deux pièces de puzzle qui vont s'assembler
cefc-coralrom-ffamcv01-19	donc euh moi je pense que l'amour c'est une c'est une éternelle aventure
cefc-coralrom-ffamcv01-446	puis tu aimes tellement la personne que que parce que vivre avec quelqu'un c'est quand même c'est pas comme vivre seul
cefc-coralrom-ffamcv01-99	si tu es amoureux fou machin euh tu vas pas commencer à penser à l'équilibre
cefc-coralrom-ffamcv01-237	donc il y a un peu un clivage entre les
cefc-coralrom-ffamcv01-245	donc euh euh voilà toi
cefc-coralrom-ffamcv01-330	ceci dit euh
cefc-coralrom-ffamcv01-347	ben un an c'est long un an c'est long
cefc-coralrom-ffamcv01-27	voilà donc euh en fait je sais pas
cefc-coralrom-ffamdl08-127	en tout cinq en très peu
cefc-coralrom-ffamdl08-137	c'est pareil apparemment c'est un peu un cas aussi si j'ai bien compris
cefc-coralrom-ffamdl08-33	alors elle elle a récupéré les petits graviers avec les petites gouttes de peinture
cefc-coralrom-ffamdl08-54	hein oh mais attends elle invite des
cefc-coralrom-ffamdl08-22	ouais c'est comme les lapins euh
cefc-coralrom-ffamdl08-138	ouais on n'arrive pas trop à savoir si
cefc-coralrom-ffamdl08-112	ouais c'est c'est une excuse quoi
cefc-coralrom-ffamdl08-147	mais bon en même temps vu comment elle est euh
cefc-coralrom-ffamdl08-96	elle voulait pas de fille au départ euh
cefc-coralrom-ffamdl08-118	quoi enfin moi je trouve ça horrible une mère qui dit ça son enfant quand
cefc-coralrom-ffamdl08-21	bé ils font peut-être hein
cefc-coralrom-ffamdl08-116	ouais et quand NNAAMMEE donc elle a eu son premier enfant Marraine elle a dit non surtout il faut que tu arrêtes euh surtout pas euh
cefc-coralrom-ffamdl08-32	il y avait eu style des petites gouttes qui étaient par terre
cefc-coralrom-ffamdl08-40	oui mais euh ils ont pas la même notion logique que toi
cefc-coralrom-ffamdl08-97	Marraine mais finalement maintenant elle est tout le temps à ses euh
cefc-coralrom-ffamdl08-73	autant mourir avant que euh que de vivre comme ça
cefc-coralrom-ffamdl08-59	mais elle non mais je sais pas c'est bizarre parce que généralement elle pourrait elle pourrait
cefc-coralrom-ffamdl08-79	ouais comme ça elle en même temps elle optimise sa sa sa satisfaction à la euh
cefc-coralrom-ffamdl08-61	mais en même temps avoir euh une sorte pas enfin ça un sentiment mêlé de honte qui fait que quand quand elle a avec des personnes étrangères
cefc-coralrom-ffamdl08-36	si tu comptes le temps qu'elle passe à à nettoyer le gravier
cefc-coralrom-ffamdl08-141	ça on n'arrive pas trop à savoir le vrai du faux ce qu'il y a
cefc-coralrom-ffamdl08-18	mais tirent peut-être pas la chasse d'eau à chaque fois
cefc-coralrom-ffamdl08-63	elle pourrait justement montrer une bonne face
cefc-coralrom-ffamdl08-25	sinon c'est le style euh
cefc-coralrom-ffamdl08-110	tous les soirs les parents de NNAAMMEE vont chez elle pour soi-disant euh signer des papiers remplir des papiers euh sauf qu'elle a quarante ans
cefc-coralrom-ffamdl08-153	parce que leurs gamins leurs gamins ont quinze ans
cefc-coralrom-ffamdl08-49	enfin il y en avait beaucoup même avant qui avaient pas de douche ou euh des trucs comme ça
cefc-coralrom-ffamdl08-30	ouais euh pas NNAAMMEE à la f
cefc-coralrom-ffamdl08-10	et la nuit elle les réveille pour qu'ils aillent aux toilettes pour être sûre qu'ils pissent
cefc-coralrom-ffamdl08-13	pas au lit c'est vrai
cefc-coralrom-ffamdl08-28	il a il a repeint le mur de dehors
cefc-coralrom-ffamdl08-31	oui oui non mais je vois qui c'est euh oui tapisserie s tout ça
cefc-coralrom-ffamdl08-130	qu'elle a elle a pété un plomb
cefc-coralrom-ffamdl08-78	pourquoi elle c'est limite si elle mange pas la moitié de son morceau à lui comme ça euh
cefc-coralrom-ffamdl08-9	alors elle euh elle met la clef dans sa poche
cefc-coralrom-ffamdl08-19	ah ouais c'est vrai on peut peut voir ça
cefc-coralrom-ffamdl08-24	ça fait euh plein de petites crottes partout après ben
cefc-coralrom-ffamdl08-47	bon entre un gravier euh une machine à laver c'est pas le même prix
cefc-coralrom-ffamdl08-95	bon en fait elle elle se détachera jamais de ses de ses parents en fin de compte
cefc-coralrom-ffamdl08-148	ouais mais c'est pareil quand tu as vécu avec une personne euh je sais pas ce ça faisait combien de temps
cefc-coralrom-ffamdl08-39	ça va lui coûter euh dix dix francs par exemple
cefc-coralrom-ffamdl08-88	carotte devant le nez du lapin
cefc-coralrom-ffamdl08-83	et lui il reste euh sain
cefc-coralrom-ffamdl08-52	ouais non mais c'est difficile à expliquer quoi
cefc-coralrom-ffamdl08-65	quoi de la plaque d'égout
cefc-coralrom-ffamdl08-129	et c'est aussi pour ça
cefc-coralrom-ffamdl08-57	mais enfin si elle invite c'est au sous-sol
cefc-coralrom-ffamdl08-72	ouais mais elle c'est vraiment extrême quoi
cefc-coralrom-ffamdl08-121	disons qu'elle a eu trois enfants coup sur coup sans se reposer avec deux fausses couches en plus
cefc-coralrom-ffamdl08-5	et ils dorment en bas pour pas euh salir
cefc-coralrom-ffamdl08-58	et si tu es invité de marque tu es à la cuisine
cefc-coralrom-ffamdl08-20	ouais mais à la rigueur ils ont qu'à aller déféquer dehors ça fera de l'engrais
cefc-coralrom-ffamdl08-38	elle va y passer un quart d'heure
cefc-coralrom-ffamdl08-131	ouais et enfin de compte elle se les est fait ligaturer les trompes euh après le cinquième
cefc-coralrom-ffamdl08-70	quoi ouais mais ça après c'est euh c'est une obligation c'est pas un choix
cefc-coralrom-ffamdl08-77	quand ils vont chez grand-mère quand ils vont chez grand-mère ils mesurent les morceaux de tarte pour avoir le plus petit euh
cefc-coralrom-ffamdl08-8	ils doivent pas aller dans leur chambre non plus euh la journée
cefc-coralrom-ffamdl08-87	quoi c'est la carotte quoi
cefc-coralrom-ffamdl08-14	ouais mais là ils sont pas rationnels parce qu'ils font pas d'économie de chasse d'eau
cefc-coralrom-ffamdl08-100	bé NNAAMMEE elle peut pas les ils peuvent pas s'encadrer
cefc-coralrom-ffamdl08-37	mais euh le SMIC c'est quoi c'est quarante-deux francs de l'heure
cefc-coralrom-ffamdl08-76	au lieu de manger de la merde toute sa vie
cefc-coralrom-ffamdl08-51	ça vachement changé tout ça
cefc-coralrom-ffamdl08-101	mais ils sont toujours fourrés euh à se voir
cefc-coralrom-ffamdl08-103	qui ça NNAAMMEE NNAAMMEE et Marraine peuvent pas se supporter
cefc-coralrom-ffamdl08-143	ouais ouais
cefc-coralrom-ffamdl08-15	là c'est vrai tu imagines toi sachant qu'une chasse d'eau tu as peut-être six litres de flotte
cefc-coralrom-ffamdl08-45	ouais oui mais ça après c'est vrai que bon
cefc-coralrom-ffamdl08-35	mais en fait là encore une fois c'est complètement irrationnel parce que
cefc-coralrom-ffamdl08-142	c'est que lui il veut à tout prix la faire interner parce que comme ça il récupère le fric et les gosses
cefc-coralrom-ffamdl08-4	petits ses petits-enfants euh qui sont chez elle ils doivent aller tout le temps dehors
cefc-coralrom-ffamdl08-132	ou j'en sais rien
cefc-coralrom-ffamdl08-91	puis là il paraît qu'ils sont tous les soirs chez leur fille NNAAMMEE comme elle est revenue sur NNAAMMEE
cefc-coralrom-ffamdl08-150	euh dix ans oh
cefc-coralrom-ffamdl08-144	ben remarque c'est vrai
cefc-coralrom-ffamdl08-140	ou euh on
cefc-coralrom-ffamdl08-107	même dans les jupons de sa mère euh
cefc-coralrom-ffamdl08-98	à ses à ses pompes quoi euh
cefc-coralrom-ffamdl08-85	oui oui bé en même c'est comme euh
cefc-coralrom-ffamdl08-60	et jamais dans la salle à manger elle pourrait être se comporter comme ça dans sa vie privée
cefc-coralrom-ffamdl08-64	bah euh pff je sais pas si elle se rend vraiment compte qu'elle est à côté de la plaque
cefc-coralrom-ffamdl08-146	il essaye pas trop de l'aider
cefc-coralrom-ffamdl08-66	pareil au niveau du au niveau nourriture comme son mari il a fait des attaques
cefc-coralrom-ffamdl08-90	bien ouais la carotte ouais
