clips	text
cefc-fleuron-BU_partie_1-1-43	donc c'est-à-dire que il y a deux exemplaires qui sont disponibles au CRAPEL on a la localisation dans le CRAPEL qui est au rayon généralités la cote
cefc-fleuron-BU_partie_1-1-31	donc je repars sur recherche rapide
cefc-fleuron-BU_partie_1-1-49	celui-là celui que je notais
cefc-fleuron-BU_partie_1-1-47	c'est regarder le statut
cefc-fleuron-BU_partie_1-1-10	les mots clés de la recherche
cefc-fleuron-BU_partie_1-1-24	la BU de droit
cefc-fleuron-BU_partie_1-1-30	donc je vais effectuer une recherche
cefc-fleuron-BU_partie_1-1-16	ou alors on peut faire des recherches avancées où là on rentre le titre l'auteur le sujet
cefc-fleuron-BU_partie_1-1-45_1	mh mh
cefc-fleuron-BU_partie_1-1-18	voilà voilà quand c'est vraiment ciblé on peut aussi même rechercher spécifiquement dans les différentes
cefc-fleuron-BU_partie_1-1-3	pour emprunter un livre donc
cefc-fleuron-BU_partie_1-1-17	euh l'année on on a
cefc-fleuron-BU_partie_1-1-35	là tu obtiens tous les les résultats contenant tes mots clés
cefc-fleuron-BU_partie_1-1-2	pour effectuer une recherche à la bibliothèque
cefc-fleuron-BU_partie_1-1-50	hum il y en a un qui est manquant
cefc-fleuron-BU_partie_1-1-28	ça s'est étendu à Metz
cefc-fleuron-BU_partie_1-1-13	ou un titre un titre ou un nom d'auteur
cefc-fleuron-BU_partie_1-1-44	et c'est surtout ça qu'il faut noter pour pour pouvoir localiser le l'exemplaire
cefc-fleuron-BU_partie_1-1-23	par exemple ATILF
cefc-fleuron-BU_partie_1-1-37	et donc là c'est c'est c'est celui que je cherche
cefc-fleuron-BU_partie_1-1-15	donc soit c'est des recherches par thèmes
cefc-fleuron-BU_partie_1-1-25	les voilà les différentes bibliothèques de l'Université de Lorraine
cefc-fleuron-BU_partie_1-1-46	après voilà c'est ça c'est ça qu'il faut noter chose aussi qui est importante
cefc-fleuron-BU_partie_1-1-56	voilà c'est ça ça indique en général si c'est consultation sur place
cefc-fleuron-BU_partie_1-1-22	dans les différentes bibliothèques
cefc-fleuron-BU_partie_1-1-26	c'est ça bah de de Nancy
cefc-fleuron-BU_partie_1-1-8	il suffit juste de rentrer les euh les termes
cefc-fleuron-BU_partie_1-1-27	mais maintenant je crois avec euh la création de l'Université de Lorraine
cefc-fleuron-BU_partie_1-1-6	il faut aller sur où il y a des postes informatiques qui sont à disposition
cefc-fleuron-BU_partie_1-1-42	et là j'obtiens les informations
cefc-fleuron-BU_partie_1-1-7	et on on les c'est la fenêtre qui est ouverte
cefc-fleuron-BU_partie_1-1-4	pour emprunter un livre c'est ça
cefc-fleuron-V_Rint_exo_05_P8-32	ce n'est pas
cefc-fleuron-V_Rint_exo_05_P8-33	ça va très vite à remplir une petite signature une date
cefc-fleuron-V_Rint_exo_05_P8-88	si vous avez d'autres questions même plus tard hein
cefc-fleuron-V_Rint_exo_05_P8-56	et puis euh ce soir ou demain et puis jeudi vous revenez au bureau avec les photocopies
cefc-fleuron-V_Rint_exo_05_P8-26	et puis euh moi je m'occuperai de la partie administrative
cefc-fleuron-V_Rint_exo_05_P8-35	les photocopies de votre carte d'identité ou de votre passeport la carte européenne
cefc-fleuron-V_Rint_exo_05_P8-87	pas pour l'instant bon bah
cefc-fleuron-V_Rint_exo_05_P8-90	tous les après-midis donc vous pouvez revenir ici c'est vraiment le bureau des étudiants erasmus voilà
cefc-fleuron-V_Rint_exo_05_P8-14	OK merci
cefc-fleuron-V_Rint_exo_05_P8-19	alors c'est madame NNAAMMEE qui est le professeur
cefc-fleuron-V_Rint_exo_05_P8-49	est-ce qu'on peut prendre rendez-vous jeudi
cefc-fleuron-V_Rint_exo_05_P8-4	c'est la première fois qu'on se voit
cefc-fleuron-V_Rint_exo_05_P8-73	oh excusez-moi je vais vous noter sur le le dossier la date du rendez-vous
cefc-fleuron-V_Rint_exo_05_P8-28	je vais vous donner un dossier pour déjà
cefc-fleuron-V_Rint_exo_05_P8-5	vous n'êtes jamais venue dans dans le bureau d'accord
cefc-fleuron-V_Rint_exo_05_P8-42	c'est bien c'est cette carte que j'aurai besoin
cefc-fleuron-V_Rint_exo_05_P8-7	quand non eh vendredi
cefc-fleuron-V_Rint_exo_05_P8-29	euh faire les démarches pour avoir une la carte d'étudiant
cefc-fleuron-V_Rint_exo_05_P8-2	alors dites-moi vous êtes NNAAMMEE
cefc-fleuron-V_Rint_exo_05_P8-51	hum pardon je ne comprends
cefc-fleuron-V_Rint_exo_05_P8-38	mais là je l'ai déjà donc ne faites pas de copie
cefc-fleuron-V_Rint_exo_05_P8-50	quatorze heures ça vous va jeudi quatorze heures jeudi vingt-quatre septembre
cefc-fleuron-V_Rint_exo_05_P8-61	jeudi vingt-quatre
cefc-fleuron-V_Rint_exo_05_P8-34	et puis euh euh
cefc-fleuron-V_Rint_exo_05_P8-18	littérature je vois littérature
cefc-fleuron-V_Rint_exo_05_P8-41	voici ma carte carte
cefc-fleuron-V_Rint_exo_05_P8-83	oui voilà je vous la redonne j'en ai besoin que d'une ça me suffira
cefc-fleuron-V_Rint_exo_05_P8-77	oui bon bah c'est parfait c'est très bien
cefc-fleuron-V_Rint_exo_05_P8-16	voici votre dossier NNAAMMEE donc je vais regarder dans les documents que j'ai euh
cefc-fleuron-V_Rint_exo_05_P8-70	je vous remets le papier
cefc-fleuron-V_Rint_exo_05_P8-12	euh je vais regarder dans votre dossier
cefc-fleuron-V_Rint_exo_05_P8-23	oui hum j'ai un rendez-vous avec elle cette semaine
cefc-fleuron-V_Rint_exo_05_P8-64	je vous ferai la saisie
cefc-fleuron-V_Rint_exo_05_P8-22	vous avez déjà entendu son nom
cefc-fleuron-V_Rint_exo_05_P8-62	à quatorze heures
cefc-fleuron-V_Rint_exo_05_P8-60	treize heures
cefc-fleuron-V_Rint_exo_05_P8-25	c'est elle qui va vous aider pour le choix de vos cours hein toutes les questions sur les cours elle sera là pour vous aider hein pendant les quelques mois de votre séjour
cefc-fleuron-V_Rint_exo_05_P8-30	donc c'est ce papier qu'il faudra me compléter
cefc-fleuron-V_Rint_exo_05_P8-68	vous avez la carte d'étudiante
cefc-fleuron-V_Rint_exo_05_P8-80	hum avez-vous ma lettre ma lettre d'acceptance
cefc-fleuron-V_Rint_exo_05_P8-39	je vais vous donner un rendez-vous
cefc-fleuron-V_Rint_exo_05_P8-54	vous le complétez tranquillement dans votre chambre
cefc-fleuron-V_Rint_exo_05_P8-65	j'enregistre les les renseignements et ensuite
cefc-fleuron-V_Rint_exo_05_P8-53	je vous donne ce document
cefc-fleuron-V_Rint_exo_05_P8-69_1	ah oui
cefc-fleuron-V_Rint_exo_05_P8-31	juste les documents les les mots qui sont mis en jaune hein
cefc-fleuron-V_Rint_exo_05_P8-8	vendredi très très bien
cefc-fleuron-V_Rint_exo_05_P8-9	donc NNAAMMEE donc je vais vous expliquer un petit peu la procédure hein
cefc-fleuron-V_Rint_exo_05_P8-17	vous étudiez éducation
cefc-fleuron-V_Rint_exo_05_P8-85	ça va sinon vous avez d'autres questions
cefc-fleuron-V_Rint_exo_05_P8-69_2	OK d'accord
cefc-fleuron-V_Rint_exo_05_P8-43	j'aurai besoin de la copie hein de de la carte
cefc-fleuron-V_Rint_exo_05_P8-24	oh bah c'est très bien c'est très bien c'est parfait NNAAMMEE
cefc-fleuron-V_Rint_exo_05_P8-67	et vous aurez la carte d'étudiant jeudi
cefc-fleuron-V_Rint_exo_05_P8-10	quand les étudiants erasmus arrivent à l'Université Nancy deux je vois que vous êtes là pour deux semestres
cefc-fleuron-V_Rint_exo_05_P8-75	est-ce que vous êtes allée au test de français de Monsieur NNAAMMEE
cefc-fleuron-V_Rint_exo_05_P8-74	sinon vous êtes euh
cefc-fleuron-V_Rint_exo_05_P8-1	c'est bon
cefc-fleuron-V_Rint_exo_05_P8-37	et l'attestation d'acceptation que vous êtes bien étudiante erasmus
cefc-fleuron-V_Rint_exo_05_P8-78	la rentrée c'est le lundi vingt-huit septembre
cefc-fleuron-V_Rint_exo_05_P8-13	je vais vous dire quel est le nom du professeur qui va vous aider tout au long de votre séjour
cefc-fleuron-BU_partie_2-2-32	c'est indiqué localisation euh sous-sol euh BU euh
cefc-fleuron-BU_partie_2-2-2	ils sont très sensibles
cefc-fleuron-BU_partie_2-2-15	et là on peut voir qu'il a été emprunté qu'il sera de retour
cefc-fleuron-BU_partie_2-2-34	et donc il suffit juste de remplir le le petit coupon-là
cefc-fleuron-BU_partie_2-2-8	donc celui-là par exemple tu peux pas l'emprunter
cefc-fleuron-BU_partie_2-2-45	donc une fois que tu as tes cotes tu vas te servir toi
cefc-fleuron-BU_partie_2-2-10	et là ils précisent bien que c'est non disponible pour le prêt qu'il est consultable sur place
cefc-fleuron-BU_partie_2-2-22	là je vois qu'il y a des petites fiches
cefc-fleuron-BU_partie_2-2-4	si tu fais la moindre petite faute d'orthographe
cefc-fleuron-BU_partie_2-2-28	il est euh le personnel va chercher au dans la cave les euh tous les exemplaires qui sont demandés
cefc-fleuron-BU_partie_2-2-36	et eux ils vont le chercher et on repasse bah une heure après ou le lendemain parce qu'ils y vont une fois par heure
cefc-fleuron-BU_partie_2-2-12	et il y en a un autre exemplaire qui se trouve ici à la BU de centre de lettres et de sciences humaines
cefc-fleuron-BU_partie_2-2-37	ils descendent en bas une fois par heure
cefc-fleuron-BU_partie_2-2-30	ça c'est quand les livres ils sont pas en rayon en fait
cefc-fleuron-BU_partie_2-2-50	donc euh ils se trouvent euh bah ils se trouvent presque tous en salle trois qui est juste là-bas
cefc-fleuron-BU_partie_2-2-14	elle se il se trouve au rez-de-chaussée dans la salle deux la cote c'est A huit-cent-quarante machin
cefc-fleuron-BU_partie_2-2-21	OK et les petites fiches
cefc-fleuron-BU_partie_2-2-26	certains certains livres qui se trouvent au rez-de-chaussée
cefc-fleuron-BU_partie_2-2-24	alors les petites fiches en fait c'est il y a certains certains exemplaires
cefc-fleuron-BU_partie_2-2-29	donc il suffit juste de remplir la petite fiche avec euh toutes les informations sur le livre le titre
cefc-fleuron-BU_partie_2-2-48	alors là bah j'ai j'ai j'ai plusieurs exemplaires
cefc-fleuron-BU_partie_2-2-27	et euh donc c'est à dire que toutes les heures
cefc-fleuron-BU_partie_2-2-6	pas ça ça il le trouve
cefc-fleuron-BU_partie_2-2-33	enfin c'est indiqué que ça se trouve en sous-sol
cefc-fleuron-BU_partie_2-2-35	on va aller le déposer auprès des euh du personnel
cefc-fleuron-BU_partie_2-2-31	voilà mais c'est indiqué en fait
cefc-fleuron-BU_partie_2-2-9	donc celui-là il est disponible au CRAPEL
cefc-fleuron-BU_partie_2-2-20	et il y a possibilité de réserver bien sûr tous les exemplaires
cefc-fleuron-V_Rint_exo_05_P9-177	donc on se revoit jeudi vingt-quatre septembre à quinze heures trente pour la pour faire la carte d'étudiant hein
cefc-fleuron-V_Rint_exo_05_P9-44	pas non pas encore
cefc-fleuron-V_Rint_exo_05_P9-140	pour euh deux semestres deux semestres oui
cefc-fleuron-V_Rint_exo_05_P9-179	oui merci
cefc-fleuron-V_Rint_exo_05_P9-90	ça c'est la carte européenne hein en cas de de pour aller chez le médecin
cefc-fleuron-V_Rint_exo_05_P9-135_1	alors je vais noter ici
cefc-fleuron-V_Rint_exo_05_P9-112	j'enregistre les informations
cefc-fleuron-V_Rint_exo_05_P9-190	donc voilà bien venir le premier octobre à dix-huit heures
cefc-fleuron-V_Rint_exo_05_P9-34	d'accord d'accord c'est bien
cefc-fleuron-V_Rint_exo_05_P9-66	ce qui est noté en jaune
cefc-fleuron-V_Rint_exo_05_P9-186	hein ces cours sont gratuits
cefc-fleuron-V_Rint_exo_05_P9-18	donc on va regarder ensemble les documents pour voir si
cefc-fleuron-V_Rint_exo_05_P9-11	vous êtes
cefc-fleuron-V_Rint_exo_05_P9-173	le voici il se cache
cefc-fleuron-V_Rint_exo_05_P9-156	donc je cherche mon petit tableau
cefc-fleuron-V_Rint_exo_05_P9-24	je vais chercher votre dossier de erasmus
cefc-fleuron-V_Rint_exo_05_P9-141	normalement hein les cours c'est fin fin juin
cefc-fleuron-V_Rint_exo_05_P9-16	donc je vais regarder hein
cefc-fleuron-V_Rint_exo_05_P9-159	et puis là le deuxième semestre donc
cefc-fleuron-V_Rint_exo_05_P9-99	je vous donne rendez-vous jeudi quinze heures trente
cefc-fleuron-V_Rint_exo_05_P9-28	je vais vous donner le nom du professeur coordinateur
cefc-fleuron-V_Rint_exo_05_P9-133	samedi samedi le dix-neuf
cefc-fleuron-V_Rint_exo_05_P9-111	à quinze heures trente vous revenez avec le papier
cefc-fleuron-V_Rint_exo_05_P9-36	ouais euh non euh oui oui oui oui j'ai déjà j'ai déjà
cefc-fleuron-V_Rint_exo_05_P9-106	il y a un petit magasin juste en-dessous dans la rue
cefc-fleuron-V_Rint_exo_05_P9-50	parce que c'est important aussi de savoir combien vous devez avoir de points ECTS euh hein pour valider
cefc-fleuron-V_Rint_exo_05_P9-52	j'ai là
cefc-fleuron-V_Rint_exo_05_P9-29	vous oui c'est ça c'est ça
cefc-fleuron-V_Rint_exo_05_P9-15	parfait très bien
cefc-fleuron-V_Rint_exo_05_P9-166	je pourrai vous l'envoyer par fax si ça si ça vous arrange hein ce document
cefc-fleuron-V_Rint_exo_05_P9-191	je vous rends la lettre d'acceptation
cefc-fleuron-V_Rint_exo_05_P9-30	vous avez déjà pris contact avec lui
cefc-fleuron-V_Rint_exo_05_P9-143	mais si vous partez un petit peu avant je je je vous ferai une attestation avec les dates définitives
cefc-fleuron-V_Rint_exo_05_P9-109	donc vous me rapportez ce document complété
cefc-fleuron-V_Rint_exo_05_P9-6	c'est la première fois que vous arrivez au bureau
cefc-fleuron-V_Rint_exo_05_P9-47	donc bah vous verrez avec monsieur NNAAMMEE
cefc-fleuron-V_Rint_exo_05_P9-149	ah oui il faut préciser les dates le premier semestre
cefc-fleuron-V_Rint_exo_05_P9-68	vous me complétez les renseignements jaune
cefc-fleuron-V_Rint_exo_05_P9-96	je l'ai déjà dans votre dossier hein
cefc-fleuron-V_Rint_exo_05_P9-69	c'est c'est très rapide
cefc-fleuron-V_Rint_exo_05_P9-77	oui hum
cefc-fleuron-V_Rint_exo_05_P9-187	mais ils ne donnent pas de points ECTS
cefc-fleuron-V_Rint_exo_05_P9-7	d'accord très très bien très bien alors bienvenue euh sur le campus lettres
cefc-fleuron-V_Rint_exo_05_P9-151	donc c'est le lundi vingt-huit
cefc-fleuron-V_Rint_exo_05_P9-137	euh ensuite oui ici hein je je n'indique rien date le départ le départ
cefc-fleuron-V_Rint_exo_05_P9-43_1	euh de hum
cefc-fleuron-V_Rint_exo_05_P9-31_1	monsieur monsieur NNAAMMEE j'ai
cefc-fleuron-V_Rint_exo_05_P9-104	merci il faut que je photocopie
cefc-fleuron-V_Rint_exo_05_P9-148	voilà donc premier semestre
cefc-fleuron-V_Rint_exo_05_P9-150	donc là euh la rentrée le jour de la rentrée hein
cefc-fleuron-V_Rint_exo_05_P9-31_2	euh non
cefc-fleuron-V_Rint_exo_05_P9-91	pour la santé ça ça vous couvre
cefc-fleuron-V_Rint_exo_05_P9-155	euh jusqu'au normalement c'est fin janvier
cefc-fleuron-V_Rint_exo_05_P9-79	à pas le d'accord
cefc-fleuron-V_Rint_exo_05_P9-172	un tampon qui doit être là
cefc-fleuron-V_Rint_exo_05_P9-23	voilà je votre nom
cefc-fleuron-V_Rint_exo_05_P9-62	on va faire le nécessaire pour euh pour avoir une carte d'étudiant
cefc-fleuron-V_Rint_exo_05_P9-144	donc là je mets une date approximative
cefc-fleuron-V_Rint_exo_05_P9-120	c'est une un papier pour euh dire que vous êtes bien arrivé en France
cefc-fleuron-V_Rint_exo_05_P9-20_1	mh mh
cefc-fleuron-V_Rint_exo_05_P9-203	à bientôt bon après-midi
cefc-fleuron-V_Rint_exo_05_P9-97	donc euh pas de copie
cefc-fleuron-V_Rint_exo_05_P9-198	hein si vous avez d'autres questions ça va pour l'instant
cefc-fleuron-V_Rint_exo_05_P9-130	alors vous me dites vous êtes arrivé
cefc-fleuron-V_Rint_exo_05_P9-108	les étudiants vont souvent dans dans ce petit magasin
cefc-fleuron-V_Rint_exo_05_P9-195	et puis donc bah on se revoit jeudi
cefc-fleuron-V_Rint_exo_05_P9-12	alors NNAAMMEE d'accord Royaume-Uni vous venez donc étudier à l'université Nancy deux pour deux semestres
cefc-fleuron-V_Rint_exo_05_P9-21	donc je vérifie que vous êtes bien dans ma liste hein
cefc-fleuron-V_Rint_exo_05_P9-160	jusqu'au trente juin
cefc-fleuron-V_Rint_exo_05_P9-53	mais votre séjour c'est pas encore complété d'accord d'
cefc-fleuron-V_Rint_exo_05_P9-165	Université Nancy deux
cefc-fleuron-V_Rint_exo_05_P9-118	vous pouvez m'aider avec là aussi
cefc-fleuron-V_Rint_exo_05_P9-117	euh est-ce que tu veux
cefc-fleuron-V_Rint_exo_05_P9-181	euh et puis vous aurez accès à internet le lendemain
cefc-fleuron-V_Rint_exo_05_P9-189	vous avez hein vu la petite affiche
cefc-fleuron-V_Rint_exo_05_P9-188	euh il y a un test hein qui est prévu le premier octobre
cefc-fleuron-V_Rint_exo_05_P9-25_2	vous étudiez langues linguistique communication je vois
cefc-fleuron-V_Rint_exo_05_P9-110	et puis jeudi vingt-quatre je note hein sur le papier jeudi vingt-quatre septembre
cefc-fleuron-V_Rint_exo_05_P9-153	le premier jour de de cours c'est le vingt-huit
cefc-fleuron-V_Rint_exo_05_P9-33	vous avez l'adresse électronique pour le contacter oui
cefc-fleuron-V_Rint_exo_05_P9-127	c'est pour savoir si vous êtes vraiment arrivé bien arrivé à Nancy
cefc-fleuron-V_Rint_exo_05_P9-119	c'est pour mon université
cefc-fleuron-V_Rint_exo_05_P9-54	bah vous montrerez ce papier à monsieur NNAAMMEE
cefc-fleuron-V_Rint_exo_05_P9-197	non non c'est bon oui
cefc-fleuron-V_Rint_exo_05_P9-114	vous vous avez votre carte le jour même
cefc-fleuron-V_Rint_exo_05_P9-40	vous a fait un document où les cours sont notés où vous devez euh
cefc-fleuron-V_Rint_exo_05_P9-37	hein pour vous rencontrer et discuter des cours
cefc-fleuron-V_Rint_exo_05_P9-42	enfin vous avez les cours euh à choisir avec le nombre de points ECTS qui vous est demandé
cefc-fleuron-V_Rint_exo_05_P9-132	euh samedi samedi le dix-neuf
cefc-fleuron-V_Rint_exo_05_P9-102	je note je vais vous le noter sur le papier
cefc-fleuron-V_Rint_exo_05_P9-126	comment oui c'est le papier qui oui qui permet le versement des bourses
cefc-fleuron-V_Rint_exo_05_P9-76	vous êtes en résidence à Boudonville
cefc-fleuron-V_Rint_exo_05_P9-163	donc j'indique mon nom
cefc-fleuron-V_Rint_exo_05_P9-105	les voilà il faudra photocopier
cefc-fleuron-V_Rint_exo_05_P9-152	donc le premier semestre
cefc-fleuron-V_Rint_exo_05_P9-157	je vais mettre fin janvier trente zéro un
cefc-fleuron-V_Rint_exo_05_P9-125	c'est parce que euh il faut euh euh la avoir avant de mes euh bourses next
cefc-fleuron-V_Rint_exo_05_P9-72	l'adresse de vos parents
cefc-fleuron-V_Rint_exo_05_P9-3	hum je voudrais m'inscrire s'il vous plait hum
cefc-fleuron-V_Rint_exo_05_P9-46	non non
cefc-fleuron-V_Rint_exo_05_P9-61	oui oui je vais vous donner le dossier
cefc-fleuron-V_Rint_exo_05_P9-82	euh j'aurais aussi besoin de la carte d'identité ou de de votre passeport hein la copie hein toujours avez-vous la carte européenne
cefc-fleuron-V_Rint_exo_05_P9-171	nous sommes le vingt-deux septembre
cefc-fleuron-V_Rint_exo_05_P9-20_2	est correct
cefc-fleuron-V_Rint_exo_05_P9-39	hein à choisir votre contrat d'études vous avez votre contrat d'études votre université
cefc-fleuron-V_Rint_exo_05_P9-63	voici justement le papier qu'il faut me me remplir
cefc-fleuron-V_Rint_exo_05_P9-58	mh hum j'ai pas reçu une carte étudiant
cefc-fleuron-V_Rint_exo_05_P9-199	si vous avez d'autres questions vous me les demanderez euh jeudi
cefc-fleuron-V_Rint_exo_05_P9-85	la santé la carte santé hum
cefc-fleuron-V_Rint_exo_05_P9-73	en Angleterre ici votre adresse
cefc-fleuron-V_Rint_exo_05_P9-113	je vous donne un papier
cefc-fleuron-V_Rint_exo_05_P9-88	hum ça parfait
cefc-fleuron-V_Rint_exo_05_P9-80	là non non non non vous datez vous signez
cefc-fleuron-V_Rint_exo_05_P9-192	c'est l'original donc gardez-le
cefc-fleuron-V_Rint_exo_05_P9-95	contre l'attestation d'acceptation d'étudiant erasmus ne me faites pas de copie
cefc-fleuron-V_Rint_exo_05_P9-169	ou vous l'envoyez vous l'envoyez directement comme vous voulez
cefc-fleuron-V_Rint_exo_05_P9-183	euh entre temps euh vous aurez peut-être vu monsieur NNAAMMEE pour euh pour vos cours la rentrée c'est le lundi vingt-huit euh si vous souhaitiez prendre des cours de français deux heures par semaine
cefc-fleuron-Fleuron_K7_7_P1-37	euh sinon vous pouvez lui laisser euh
cefc-fleuron-Fleuron_K7_7_P1-23	d'accord et est-ce que vous vous avez accès aux emplois du temps des élèves enfin des étudiants
cefc-fleuron-Fleuron_K7_7_P1-39	parce que pour les mails ils répondent toujours hein
cefc-fleuron-Fleuron_K7_7_P1-2	soit NNAAMMEE NNAAMMEE euh NNAAMMEE ou madame NNAAMMEE NNAAMMEE
cefc-fleuron-Fleuron_K7_7_P1-31	sur pour madame NNAAMMEE pour madame NNAAMMEE c'est rien indiqué hein
cefc-fleuron-Fleuron_K7_7_P1-15	donc après c'est pour ça que on a nous on a des des horaires de permanences
cefc-fleuron-Fleuron_K7_7_P1-29	NNAAMMEE c'est le mardi de quatorze heures à quinze heures
cefc-fleuron-Fleuron_K7_7_P1-27	parce que en plus il y a pas les horaires pour euh
cefc-fleuron-Fleuron_K7_7_P1-46	voilà c'est NNAAMMEE
cefc-fleuron-Fleuron_K7_7_P1-51	d'accord donc je m'adresse directement à elle voilà voilà parce que c'est mieux hein par mail comme ça
cefc-fleuron-Fleuron_K7_7_P1-21	ben vous lui envoyez un mail dans ce cas
cefc-fleuron-Fleuron_K7_7_P1-34	ouais mais elle j'ai rien non plus pour elle
cefc-fleuron-Fleuron_K7_7_P1-12	mais par exemple si elle finit un cours je peux pas y aller après son cours
cefc-fleuron-Fleuron_K7_7_P1-33	et madame NNAAMMEE oui j'ai pas noté
cefc-fleuron-Fleuron_K7_7_P1-26	oui ils ont ouais
cefc-fleuron-Fleuron_K7_7_P1-35	donc je peux pas vous je peux pas vous dire
cefc-fleuron-Fleuron_K7_7_P1-32	là nous moi j'ai rien d'indiqué là pour elle
cefc-fleuron-Fleuron_K7_7_P1-38	moi je pense qu'il vaut mieux lui envoyer un mail
cefc-fleuron-Fleuron_K7_7_P1-13	oui mais après moi je sais pas son emploi du temps hein
cefc-fleuron-Fleuron_K7_7_P1-48	euh NNAAMMEE
cefc-fleuron-Fleuron_K7_7_P1-8	non les permanences c'est pas c'est pas aujourd'hui hein les permanences
cefc-fleuron-Fleuron_K7_7_P1-28	alors j'ai vu pour madame euh
cefc-fleuron-Fleuron_K7_7_P1-20	comme je suis assez en retard
cefc-fleuron-Fleuron_K7_7_P1-22	et puis après vous conviendrez d'un rendez-vous euh euh d'un rendez-vous ensemble hein pour euh
cefc-fleuron-Fleuron_K7_7_P1-57	au revoir au revoir
cefc-fleuron-Fleuron_K7_7_P1-50	NNAAMMEE voilà
cefc-fleuron-Fleuron_K7_7_P1-52	après vous pourrez convenir d'un d'un entretien ensemble
cefc-fleuron-Fleuron_K7_7_P1-6	madame NNAAMMEE ni trouvé euh madame NNAAMMEE donc je voudrais savoir si au moins elles travaillent aujourd'hui pour savoir si je peux
cefc-fleuron-Fleuron_K7_7_P1-40	lui envoyer un mail vous avez leur euh
cefc-fleuron-Fleuron_K7_7_P1-11	ah oui mais il faut y aller au pendant les permanences hein
cefc-fleuron-Fleuron_K7_7_P1-54	ouais d'un rendez-vous d'accord très bien
cefc-fleuron-Fleuron_K7_7_P1-16	et il faut les les les suivre sinon
cefc-fleuron-Fleuron_K7_7_P1-42	eh ben c'est NNAAMMEE
cefc-fleuron-Fleuron_K7_7_P1-14	ah vous avez pas l'emploi du temps
cefc-fleuron-Fleuron_K7_7_P1-25	site oui parce que en fait comme ils ont déjà commencé c'était pour savoir
cefc-fleuron-Fleuron_K7_7_P1-45	peut-être que je l'ai déjà ça
cefc-fleuron-V_Rint_exo_06_P10-51	non oui
cefc-fleuron-V_Rint_exo_06_P10-19	moi je pourrai modifier
cefc-fleuron-V_Rint_exo_06_P10-56	si tout va bien à bientôt
cefc-fleuron-V_Rint_exo_06_P10-3	euh bien arrivée ici
cefc-fleuron-V_Rint_exo_06_P10-45	je l'envoie
cefc-fleuron-V_Rint_exo_06_P10-41	écoutez je l'envoie cette adresse
cefc-fleuron-V_Rint_exo_06_P10-29	et ça je mettrai mes coordonnées
cefc-fleuron-V_Rint_exo_06_P10-24	pour ça il y a un autre document
cefc-fleuron-V_Rint_exo_06_P10-34	ah oui c'est c'est pour euh
cefc-fleuron-V_Rint_exo_06_P10-13	et jusqu'à je sais pas fin janvier ou quelque chose comme ça
cefc-fleuron-V_Rint_exo_06_P10-17	oui oui oui oui
cefc-fleuron-V_Rint_exo_06_P10-21	hein juste quelques jours auparavant vous viendrez ma voir à mon bureau
cefc-fleuron-V_Rint_exo_06_P10-18	mais c'est vrai que sa la la date pourra changer hein
