clips	text
cefc-ofrom-unine12a13m-184	et puis euh ben maintenant euh ouais ben je continue un petit peu là avec la le téléski
cefc-ofrom-unine12a13m-21	et puis je je suis allée le voir tout
cefc-ofrom-unine12a13m-200	il y a eu une période creuse au niveau des conditions de neige hein
cefc-ofrom-unine12a13m-161	eh bien on venait d- amorce sur les
cefc-ofrom-unine12a13m-142	ouais ouais
cefc-ofrom-unine12a13m-68	après je me suis mariée
cefc-ofrom-unine12a13m-134	quoi ouais d'accord
cefc-ofrom-unine12a13m-23	et puis après on a voilà il y avait quand même bien de l'intérêt pour le pour l'avoir pour moi parce que voilà
cefc-ofrom-unine12a13m-19	et puis euh pour pouvoir le revendre le débourrer puis le le revendre
cefc-ofrom-unine12a13m-14	ben ils se sont rendu compte que ce poulain il était à vendre à l'âge de deux ans
cefc-ofrom-unine12a13m-191	je pense aussi euh
cefc-ofrom-unine12a13m-35	puis ça se donne pas trop mal finalement
cefc-ofrom-unine12a13m-110	suites de syllabes incompréhensibles
cefc-ofrom-unine12a13m-115	ah mais non toi tu as pas préparé ton cheval à la neige pour sabot
cefc-ofrom-unine12a13m-188	et puis euh ben voilà je continue un peu là- amorce là-dedans aussi
cefc-ofrom-unine12a13m-25	et puis ensuite on a trouvé quelqu'un pour le débourrer à l'attelage
cefc-ofrom-unine12a13m-93	et tu faisais quoi avec de la balade ou
cefc-ofrom-unine12a13m-183	ben ils allaient ils allaient à pied
cefc-ofrom-unine12a13m-63	puis c'est vrai que j'allais voilà depuis quatorze ans treize quatorze ans jusqu'à dix-neuf vingt ans
cefc-ofrom-unine12a13m-190	bien mh je pense puis il y a du monde
cefc-ofrom-unine12a13m-85	donc je l'ai remonté encore je pense jusqu'à quinze ouais seize dix-sept ans
cefc-ofrom-unine12a13m-107	ouais tou- amorce ça toujours été un super gentil cheval
cefc-ofrom-unine12a13m-94	de la balade ouais ouais
cefc-ofrom-unine12a13m-103	pour pour le tranquilliser parce que tu pouvais essayer n'importe quoi
cefc-ofrom-unine12a13m-65	et puis après euh voilà il s'est trouvé que
cefc-ofrom-unine12a13m-198	puis il y a en nonante-cinq nonante-trois nonante-quatre par là
cefc-ofrom-unine12a13m-125	d'accord gomme suites de syllabes incompréhensibles suites de syllabes incompréhensibles
cefc-ofrom-unine12a13m-78	où que j- amorce où on l'a acheté d'après le vétérinaire hein
cefc-ofrom-unine12a13m-219	puis ça ça tourne bien
cefc-ofrom-unine12a13m-5	ils ont vendu euh chez un quelqu'un d'autre
cefc-ofrom-unine12a13m-205	et puis justement ils ont pu dans le cadre d'une société coopérative
cefc-ofrom-unine12a13m-127	parce que Rasputin il est il est pieds nus
cefc-ofrom-unine12a13m-13	voilà des des six mois d'essai
cefc-ofrom-unine12a13m-75	ouais un cheval qui avait du beaucoup de jus
cefc-ofrom-unine12a13m-223	ah ben je pense ouais ouais
cefc-ofrom-unine12a13m-72	et puis après ben une fois que j'ai eu un peu plus de temps ben voilà
cefc-ofrom-unine12a13m-101	ouais de méconnaissance quoi je savais pas exactement comment faire pour euh
cefc-ofrom-unine12a13m-144	non c'est vrai depuis toute petite depuis l'âge de trois ans
cefc-ofrom-unine12a13m-119	ça c'est vraiment
cefc-ofrom-unine12a13m-98	et puis euh je pense que de le travailler avec une méthode comportementale
cefc-ofrom-unine12a13m-201	c'était vraiment pas terrible
cefc-ofrom-unine12a13m-15	puis euh là ils ont racheté
cefc-ofrom-unine12a13m-10	et puis deuxièmement ben ça arrangeait les proriétaires parce que euh voilà
cefc-ofrom-unine12a13m-149	c'était vraiment un truc
cefc-ofrom-unine12a13m-148	puis c'est c'est vrai que c'était avec le cheval
cefc-ofrom-unine12a13m-174	ben ouais c'est clair
cefc-ofrom-unine12a13m-132	puis on n'a pas mis les gommes encore
cefc-ofrom-unine12a13m-204	et puis ici les gens des sont un petit peu partis les gens se sont un peu mobilisés créer un comité pour essayer de sauvegarder ce ce téléski
cefc-ofrom-unine12a13m-9	pour voir un petit peu euh si j- amorce si j'avais envie de reprendre un cheval c'était un peu un test d'un été
cefc-ofrom-unine12a13m-202	et puis il y avait un manque de motivation un manque de temps de leur part
cefc-ofrom-unine12a13m-165	je sais pas si toi tu as eu
cefc-ofrom-unine12a13m-131	moi justement on a referré juste avant le TREC
cefc-ofrom-unine12a13m-69	j'ai eu des enfants et puis du coup
cefc-ofrom-unine12a13m-175	tu peux aller à pieds pas besoin que les parents te conduisent tout le temps
cefc-ofrom-unine12a13m-100	moi j'avais beaucoup de
cefc-ofrom-unine12a13m-71	étaient un peu de côté quelque part
cefc-ofrom-unine12a13m-105	eh bien il y a rien qui rien qui y faisait quoi
cefc-ofrom-unine12a13m-151	on avait la chance de pouvoir aller en général une semaine par année avec mes parents en vacances
cefc-ofrom-unine12a13m-95	alors là justement euh c'est j'y repense toujours parce que c'était un cheval ben comme je te disais qui chauffait beaucoup mais qui était vraiment super gentil
cefc-ofrom-unine12a13m-145	j'ai commencé sur les skis ouais
cefc-ofrom-unine12a13m-193	il était en mains de d'entrepreneurs ici au village enfin de
cefc-ofrom-unine12a13m-218	et puis euh ben ouais depuis nonante-six ben c'est c'est aux mains de la société
cefc-ofrom-unine12a13m-87	puis il est mort euh je sais plus exactement
cefc-ofrom-unine12a13m-217	mais la grande grande partie suites de syllabes incompréhensibles
cefc-ofrom-unine12a13m-46	et puis il y avait d'autres chevaux là en pension euh
cefc-ofrom-unine12a13m-45	il y avait quelqu'un qui avait un un cheval en pension au restaurant à
cefc-ofrom-unine12a13m-11	c'était une jument qui était non-portante puis qu'ils voulaient pas mettre au pâturage sans poulain
cefc-ofrom-unine12a13m-231	puis ça fait longtemps que tu es à la présidence là
cefc-ofrom-unine12a13m-173	mais c'était c'était ch amorce est chouette quoi ouais quand on a ça directement sur place hein
cefc-ofrom-unine12a13m-159	en saison d'hi- amorce d'hiver
cefc-ofrom-unine12a13m-12	et puis donc voilà avec tout ça arrivée au bout de mes
cefc-ofrom-unine12a13m-150	j'aimais beaucoup en étant gamine en saison d'hiver quoi
cefc-ofrom-unine12a13m-34	mais euh que voilà il m'est un peu tombé dessus
cefc-ofrom-unine12a13m-111	ouais cette fois ça retombe hein hein
cefc-ofrom-unine12a13m-74	puis voilà alors euh ouais c'était sympa parce que c'était un cheval euh
cefc-ofrom-unine12a13m-114	vous vous aviez déjà pré amorce
cefc-ofrom-unine12a13m-4	et puis à l'âge de dix-huit mois ce poulain c'était un beau poulain ben
cefc-ofrom-unine12a13m-213	ouais sinon c'est c'est vraiment difficile
cefc-ofrom-unine12a13m-47	mais c'était euh des chevaux qui qui étaient là en tran- amorce en transition enfin voilà
cefc-ofrom-unine12a13m-206	ils ont pu euh récupérer racheter le téléski
cefc-ofrom-unine12a13m-22	puis après j'ai décidé de le de le débourrer avec eux durant l'hiver
cefc-ofrom-unine12a13m-160	quand c'était possible
cefc-ofrom-unine12a13m-166	mais peut-être plus jeune quand-même hein ils ils travaillaient pas les pistes encore euh
cefc-ofrom-unine12a13m-66	ben voilà j'avais aussi la fin des études
cefc-ofrom-unine12a13m-167	c'était vraiment des des champs de bosses tu vois
cefc-ofrom-unine12a13m-230	ouais familial convivial simple c'est vraiment chouette ouais
cefc-ofrom-unine12a13m-81	et puis euh voilà après il a fini sa vie euh
cefc-ofrom-unine12a13m-62	et puis euh c'est moi qui qui m'en occupais si tu veux
cefc-ofrom-unine12a13m-90	je sais pas ce que c'était comme cheval hein
cefc-ofrom-unine12a13m-136	et puis après ben on on rechangera hein au pire on part en balade avec un cure-pieds dans suites de syllabes
cefc-ofrom-unine12a13m-138	suites de syllabes incompréhensibles
cefc-ofrom-unine12a13m-170	ouais j'ai pas entendu ça
cefc-ofrom-unine12a13m-26	et puis voilà ben après euh voilà je me suis quand même décidée à racheter à racheter L'Aristo quoi
cefc-ofrom-unine12a13m-77	je pense une dizaine d'années au moment
cefc-ofrom-unine12a13m-155	avec le téléski de la région quoi
cefc-ofrom-unine12a13m-117	ah non pas besoin
cefc-ofrom-unine12a13m-52	si tu veux elle elle m'a d- amorce elle m'avait demandé enfin plutôt à mes parents parce que elle voyait que j'étais souvent par là que je trafiquais avec ces chevaux
cefc-ofrom-unine12a13m-24	et puis c'est vrai que ben voilà je l'ai débourré sous la selle
cefc-ofrom-unine12a13m-80	il avait à peu près dix ans
cefc-ofrom-unine12a13m-1	alors à vrai dire L'Aristo je le connais depuis poulain
cefc-ofrom-unine12a13m-123	puis la Feline hein tu
cefc-ofrom-unine12a13m-156	c'est vrai que ici ben moi j'habitais
cefc-ofrom-unine12a13m-220	puis justement ça donné de nouveau
cefc-ofrom-unine12a13m-37	parce qu'avant tu avais
cefc-ofrom-unine12a13m-192	ouais c'est ça qui est qui est dingue parce que ça donné une euh avant le téléski
cefc-ofrom-unine12a13m-221	un l'hiver c'est vraiment un lieu de rassemblement du du village
cefc-ofrom-unine12a13m-182	mais c'est vrai que les gosses ici des
cefc-ofrom-unine12a13m-172	c'était réputé pour ne pas être idéal pour des débutants
cefc-ofrom-unine12a13m-48	euh et puis dont un qu'un marchand avait euh dé- amorce donc déposé là euh en attendant de pouvoir le revendre
cefc-ofrom-unine12a13m-2	suites de syllabes il était chez une amie
cefc-ofrom-unine12a13m-60	mais un gentil cheval vraiment et puis là ben c'est vrai que mes parents ils avaient accepté de de de participer à la pension de ce cheval
cefc-ofrom-unine12a13m-44	et puis à l'adolescence ça c'est aussi arrivé comme ça
cefc-ofrom-unine12a13m-64	eh bien j'ai j'ai monté celui-là
cefc-ofrom-unine12a13m-226	il y a les les enfants qui viennent là
cefc-ofrom-unine12a13m-133	et puis on a ferré euh autour du enfin début octobre
cefc-ofrom-unine12a13m-96	mais euh ben pour quelle raison il chauffait je sais pas
cefc-ofrom-unine12a13m-104	ce qui me semblait à l'époque euh possible de faire
cefc-ofrom-unine09a02m-87	donc généralement pendant le repas c'est du sirop
cefc-ofrom-unine09a02m-111	à cause euh de leur santé
cefc-ofrom-unine09a02m-57	donc euh là aussi souvent on les passe euh aux toilettes avant qu'ils dînent
cefc-ofrom-unine09a02m-86	et puis euh on met une boisson
cefc-ofrom-unine09a02m-73	qui qui sont tout mixés
cefc-ofrom-unine09a02m-76	particuliers pour euh pour pratiquement chaque résident
cefc-ofrom-unine09a02m-22	car euh bien sûr euh un home dans un home
cefc-ofrom-unine09a02m-42	et puis là euh ben on en on amenait euh les résidents euh aux toilettes
cefc-ofrom-unine09a02m-82	ou bien il y en a des qui n'aiment pas le café
cefc-ofrom-unine09a02m-28	car chaque étage a sa petite salle à manger
cefc-ofrom-unine09a02m-41	donc euh on remontait aux alentours de dix heures dix heures et quart
cefc-ofrom-unine09a02m-7	il y a trois étages dans cet bâtiment
cefc-ofrom-unine09a02m-108	parce certaines personnes ben elles profitent surtout quand on est nouvelle
cefc-ofrom-unine09a02m-74	il y a aussi des allergies
cefc-ofrom-unine09a02m-102	donc ensuite euh ils ont aussi généralement à un dessert
cefc-ofrom-unine09a02m-25	donc on on est un petit peu là euh pour euh les aider euh au quotidien euh pour effectuer les tâches euh quotidiennes
cefc-ofrom-unine09a02m-90	et puis euh chaque aide-soignante s'asseye à côté d'une personne pour l'aider à prendre son repas parce que la majorité euh ben des personnes ne peuvent pas manger seules
cefc-ofrom-unine09a02m-116	donc voilà généralement euh le dîner se finit aux alentours de midi et quart midi et demie
cefc-ofrom-unine09a02m-37	donc je descendais avec ma petite tasse de thé
cefc-ofrom-unine09a02m-72	donc là ils ont souvent des des repas
cefc-ofrom-unine09a02m-47	et puis on préparait ben
cefc-ofrom-unine09a02m-15	qui dans lequel il y avait euh trente-trois résidents
cefc-ofrom-unine09a02m-105	comme je l'ai expliqué avant les régimes euh des différents régimes des résidents
cefc-ofrom-unine09a02m-66	un petit potage qu'on distribue euh aux résidents
cefc-ofrom-unine09a02m-1	donc alors je vais vous parler euh des vacances euh non du travail que euh
cefc-ofrom-unine09a02m-93	souvent ben les résidents si euh on les surveille pas
cefc-ofrom-unine09a02m-33	et pour ceux qui avaient encore des des des capacités euh dites normales
cefc-ofrom-unine09a02m-65	donc les repas de de midi généralement ça commence par une petite soupe
cefc-ofrom-unine09a02m-4	donc euh c'est un home euh qui est qui est sous direction euh étatique donc qui appartient à l'État
cefc-ofrom-unine09a02m-56	ensuite quand le colloque était fini et bien on allait chercher les résidents dans les chambres dans les divers petits salons pour euh les préparer puis les amener à la salle à manger pour qu'ils puissent prendre leur dîner
cefc-ofrom-unine09a02m-75	il y a des des régimes euh
cefc-ofrom-unine09a02m-13	voilà il y a le premier deuxième étage
cefc-ofrom-unine09a02m-100	vingt minutes à une demi-heure
cefc-ofrom-unine09a02m-98	alors euh cette période-là ben elle dure euh
cefc-ofrom-unine09a02m-85	il y a le repas il y a les médicaments
cefc-ofrom-unine09a02m-10	ensuite c'est il y a la salle à manger
cefc-ofrom-unine09a02m-53	ou si il y a eu une hospitalisation pendant la nuit ou bien pendant la journée si les gens euh avaient des rendez-vous particuliers comme chez le coiffeur
cefc-ofrom-unine09a02m-89	donc alors on amène vers chaque personne euh le plateau
cefc-ofrom-unine09a02m-27	alors euh ensuite euh comme je vous l'ai dit je les amenais à la salle à manger pour le petit-déjeuner qui se trouve sur le même étage
cefc-ofrom-unine09a02m-31	ensuite donc on allait rechercher euh les résidents à la salle à manger
cefc-ofrom-unine09a02m-11	et puis on a aussi le secteur d'animation
cefc-ofrom-unine09a02m-112	puis ils essayent quand même donc faut aussi être euh assez attentif euh à ces choses-là qui peuvent paraître assez anodines
cefc-ofrom-unine09a02m-9	on trouve l'administration les bureaux euh des chefs infirmiers et du directeur
cefc-ofrom-unine09a02m-54	ou bien chez le médecin
cefc-ofrom-unine09a02m-14	et moi j'ai travaillé dans le deuxième étage
cefc-ofrom-unine09a02m-63	on s'arrange aussi pour que euh il y ait assez de place euh entre les les tables pour mettre euh les personnes qui sont en fauteuil roulant
cefc-ofrom-unine09a02m-20	puis ensuite je les habillais je changeais leur protection
cefc-ofrom-unine09a02m-35	et puis pour les autres eh bien euh on les ramenait dans la chambre justement ou bien on les posait devant la télévision
cefc-ofrom-unine09a02m-64	et donc euh vers onze heures onze heures et quart on commence à distribuer les repas
cefc-ofrom-unine09a02m-122	donc là quand je rentre généralement je fais une sieste parce que je suis souvent très fa- amorce
cefc-ofrom-unine09a02m-91	donc la première chose qu'on fait avant de donner leur repas c'est donner les médicaments ce qui est très très important
cefc-ofrom-unine09a02m-48	justement euh les tables les chaises avec les bavettes on mettait euh les services les couverts
cefc-ofrom-unine09a02m-121	comme j'ai pas le temps de rentrer euh où j'habite normalement à
cefc-ofrom-unine09a02m-88	et pour ceux qui peuvent boire euh les boissons euh contenant du sucre sinon pour les autres c'est de l- amorce de l'eau
cefc-ofrom-unine09a02m-51	puis ensuite avant ce dîner on a généralement un petit colloque qui se déroule euh dans l'office
cefc-ofrom-unine09a02m-17	donc voilà mon rôle au fait c'était de m'occuper des résidents puisque j'étais là en tant que remplaçante aide-soignante
cefc-ofrom-unine09a02m-120	donc durant ce temps je rentre chez mes parents à Couvet
cefc-ofrom-unine09a02m-83	alors c'est écrit thé plus assugrine ou sucre ou nature
cefc-ofrom-unine09a02m-94	eh ben ils cachent les médicaments ou bien ils les mettent sous la table
cefc-ofrom-unine09a02m-60	sa place euh sa place qui est désignée
cefc-ofrom-unine09a02m-19	j'allais euh lever euh les résidents leur donner leur bain leur douche ou bien leur lavage quotidien
cefc-ofrom-unine09a02m-5	alors c'est un une grande institution euh qui peut contenir environ septante euh usagers
cefc-ofrom-unine09a02m-55	pour qu'on soit un petit peu au courant et puis qu'on qu'on respecte euh les horaires indiqués avec euh avec ces divers éléments euh dont devait venir euh deven- amorce tenir quand même compte
cefc-ofrom-unine09a02m-101	parce que bon ben c'est des personnes euh qui peuvent pas manger autant vite que nous et puis euh elles prennent bien leur temps
cefc-ofrom-unine09a02m-34	ou on les amenait euh euh à la salle d'animation où ils où ils pratiquaient euh diverses activités
cefc-ofrom-unine09a02m-115	si on fait pas attention euh peut y avoir des des conséquences assez dramatiques
cefc-ofrom-unine09a02m-46	il fallait les brancher
cefc-ofrom-unine09a02m-84	donc les plateaux on alors on les distribue donc euh euh sur ces plateaux
cefc-ofrom-unine09a02m-23	il y a des personnes âgées
cefc-ofrom-unine09a02m-106	et puis ensuite vient le café pour la plupart des résidents
cefc-ofrom-unine09a02m-16	et puis on était environ huit aides-soignantes en temps normal et puis trois infirmières
cefc-ofrom-unine09a02m-96	donc euh il faut vraiment être très vigilant et puis euh avoir un petit peu des yeux partout autour de la tête pour surveiller pour surveiller qu'ils prennent bien euh leurs médicaments
cefc-ofrom-unine09a02m-40	donc voilà cette pause durait environ vingt-cinq minutes
cefc-ofrom-unine09a02m-107	donc là aussi on doit faire attention euh suivre euh bien les indications qui sont euh pour chaque euh qui sont sur le petit billet pour chaque euh résident et ne pas leur donner euh ce qu'ils n'oseraient pas euh manger ou boire
cefc-ofrom-unine09a02m-70	selon euh les moyens euh des personnes
cefc-ofrom-unine09a02m-62	on met la bavette on avance les chaises euh s'il le faut
cefc-ofrom-unine09a02m-43	donc on ouais on aidait les personnes qui qui ne pouvaient pas y aller seules qui pouvaient ouais qui avaient besoin d'aide qui étaient pas qui avaient vraiment euh un manque euh d'autonomie
cefc-ofrom-unine09a02m-39	ce que j'aime bien dans le journal Express est regarder les petites annonces euh les petits euh offres d'emplois et puis les décès
cefc-ofrom-unine09a02m-97	donc ensuite on leur donne à manger
cefc-ofrom-unine09a02m-77	donc chacun a son plateau avec euh un petit billet où est marqué son nom quel médicament
cefc-ofrom-unine09a02m-49	on préparait que ce soit tout tout prêt euh quand les résidents euh
cefc-ofrom-unine09a02m-71	parce que il y a des personnes qui peuvent par exemple plus euh mâcher
cefc-ofrom-unine09a02m-109	ben ils demandent ouais un café sucré ou bien euh un thé sucré
cefc-ofrom-unine09a02m-119	et j'ai généralement une pause euh jusqu'à quatre heures moins cinq de l'après-midi
cefc-ofrom-unine09a02m-30	et puis euh qui aiment encore vivre euh en communauté avec les autres usagers voilà
cefc-ofrom-unine09a02m-61	donc on les met à leur place
cefc-ofrom-unine09a02m-52	donc dans le bureau des infirmiers où on nous explique un un peu le déroulement de la journée ou bien si il y a eu des évènements euh des évènements qui seraient intéressants pour nous donc savoir si il y a je sais pas si il y a eu un décès
cefc-ofrom-unine09a02m-18	donc euh le matin je commençais aux alentours de sept heures et demie
cefc-ofrom-unine09a02m-29	et puis il y a aussi la salle à manger principale en bas pour ceux qui qui n'ont pas du tout de peine à se déplacer
cefc-ofrom-unine09a02m-67	donc euh voilà
cefc-ofrom-unine09a02m-118	donc je pars aux alentours de midi et demie
cefc-ofrom-unine09a02m-79	et ce qu'il peut pas boire au fait souvent c'est indiqué pour le café
cefc-ofrom-unine09a02m-24	elles ont pas toujours toutes leurs capacités mentales ou motrices
cefc-ofrom-unine09a02m-36	ensuite vers neuf heures et demie j'avais ma pause
cefc-ofrom-unine09a02m-38	et puis je lisais le journal Express
cefc-ofrom-unine09a02m-2	j'ai dû effectuer pendant mes vacances scolaires
cefc-ofrom-unine09a02m-6	et il est en fait
cefc-ofrom-unine09a02m-8	alors le premier euh on trouve euh dans cet étage
cefc-ofrom-unine09a02m-81	s'il est diabétique ou pas
cefc-ofrom-unine09a02m-69	mais euh en fait on peut varier selon euh
cefc-ofrom-unine09a02m-95	enfin ils se ils se débrouillent un petit peu pour euh ne pas les prendre
cefc-ofrom-unine09a02m-58	ensuite ben on les place parce que chaque personne a quand
cefc-ofrom-unine09a02m-110	puis ils savent très bien qu'ils ont pas le droit euh de de consommer euh des des des aliments ou des boissons euh sucrées
cefc-ofrom-unine09a02m-45	donc les grands chariots arrivaient aux alentours de dix heures et demie
cefc-ofrom-unine09a02m-21	et euh je me dirigeais avec eux dans la salle à manger pour prendre le petit-déjeuner pour ceux qui qui arrivaient à se déplacer
cefc-ofrom-unine09a02m-68	et puis ensuite ben euh chaque personne euh a euh a en fait il y a un menu tous les jours un menu différent
cefc-ofrom-unine09a02m-80	est-ce qu'il prend plutôt du sucre ou bien de l'assugrine euh
cefc-ofrom-unine09a02m-3	donc alors je suis allée travailler pendant deux semaines et demie dans un home qui s'appelle home des qui se trouve à
cefc-ofrom-unine09a02m-78	il doit prendre ce qu'il peut ce qu'il peut boire
cefc-ofrom-unine09a02m-117	donc moi ce moment-là je ai fini mon service euh du matin
cefc-ofrom-unine09a02m-44	et puis euh par la suite eh ben on préparait euh le dîner
cefc-ofrom-unine09a02m-12	puis les deux étages euh suivants au fait c'est c'est que du soin
cefc-ofrom-unifr12a05d-9	euh il y a probablement aussi des avantages plus tard peut-être dans le métier
cefc-ofrom-unifr12a05d-110	d'accord et en parlant de ta soeur tu tu parles quelle langue avec qui
cefc-ofrom-unifr12a05d-67	je pense que les deux langues sont très difficiles à apprendre si c'est une langue étrangère
cefc-ofrom-unifr12a05d-87	on n'a aucune idée d'où ça vient
cefc-ofrom-unifr12a05d-92	et tu parlais
cefc-ofrom-unifr12a05d-224	plus ou moins ou bien anglophone
cefc-ofrom-unifr12a05d-25	et maintenant il a la phase seulement suisse allemand
cefc-ofrom-unifr12a05d-139	si tu dis tu parles avec par exemple ta soeur
cefc-ofrom-unifr12a05d-185	et ça ça se passait
cefc-ofrom-unifr12a05d-186	comment c'est-à-dire on avait plus ou moins la moitié des cours en français
cefc-ofrom-unifr12a05d-73	les deux je ont ces langues euh ces points difficiles
cefc-ofrom-unifr12a05d-176	soit allemand français ou bilingue
cefc-ofrom-unifr12a05d-79	je trouve qu'elle est plus compliquée qu'
cefc-ofrom-unifr12a05d-54	deux mh non je dis je préfère le suisse allemand
cefc-ofrom-unifr12a05d-20	il y a euh des fois par exemple
cefc-ofrom-unifr12a05d-125	donc il parle français avec papa
cefc-ofrom-unifr12a05d-39	et la prof de français me disait la même chose
cefc-ofrom-unifr12a05d-46	en allemand suisse allemand
cefc-ofrom-unifr12a05d-69	avec le datif euh nominatif et tout
cefc-ofrom-unifr12a05d-96	j'ai commencé à parler
cefc-ofrom-unifr12a05d-207	je fais des erreurs euh d'orthographe
cefc-ofrom-unifr12a05d-195	les maths en français
cefc-ofrom-unifr12a05d-221	ça je ne sais pas si ça si ça aide
cefc-ofrom-unifr12a05d-196	non non non non c'est on a reçu le plan les maths en allemand la géographie en français
cefc-ofrom-unifr12a05d-141	tu fais des phrases entières en allemand puis des phrases entières en français
cefc-ofrom-unifr12a05d-181	la première année allemand
cefc-ofrom-unifr12a05d-30	donc des fois on est un peu entre les deux
cefc-ofrom-unifr12a05d-112	puis avec ton frère que allemand
cefc-ofrom-unifr12a05d-123	et je sais pas lui- amorce
cefc-ofrom-unifr12a05d-109	si j'étais seule avec ma soeur là c'était toujours l'allemand
cefc-ofrom-unifr12a05d-238	bon ils ont quelques mots plus ou moins en communs
cefc-ofrom-unifr12a05d-53	et puis toi tu préfères une langue de ces
cefc-ofrom-unifr12a05d-62	donc euh ça c'est sur c'est un avantage qui a cette langue
cefc-ofrom-unifr12a05d-132	et quand on est tous ensemble on essaye de parler français
cefc-ofrom-unifr12a05d-210	mais j'ai jamais eu de problèmes à m'exprimer
cefc-ofrom-unifr12a05d-162	puis les nombres c'est toujours en français
cefc-ofrom-unifr12a05d-2	euh j'aimerais parler avec toi aujourd'hui parce que toi tu es bilingue
cefc-ofrom-unifr12a05d-34	mais par contre un autre désavantage que moi j'ai ressenti
cefc-ofrom-unifr12a05d-70	ça mais par contre le français les verbes il y a plus d'exceptions que des règles
cefc-ofrom-unifr12a05d-21	si je regarde avec mon frère
cefc-ofrom-unifr12a05d-93	euh plus vite français ou plus vite allemand
cefc-ofrom-unifr12a05d-19	oui ça c'est sûr
cefc-ofrom-unifr12a05d-15	parce que du fait que je parle allemand et français je connais un peu la culture suisse allemande et francophone
cefc-ofrom-unifr12a05d-157	notre prof elle se fâchait toujours
cefc-ofrom-unifr12a05d-114	comment alors avec ma soeur je peux parler les deux en général
cefc-ofrom-unifr12a05d-86	tandis qu'en français des fois il y a des noms
cefc-ofrom-unifr12a05d-74	donc je trouve que se sont deux langues assez difficiles à apprendre
