clips	text
cefc-cfpb-1000-5-909	et elle a examen lundi il se fait que ben forcément elle sait plus récupérer ses affaires parce que son casier est bloqué
cefc-cfpb-1000-5-611	évidemment de toute façon c'est toujours plus amusant hein
cefc-cfpb-1000-5-109	donc je suis je suis euh attends septante septante-neuf
cefc-cfpb-1000-5-1384	et ils sont dans dans la terre
cefc-cfpb-1000-5-607	et voilà ils vont d'abord euh choisir un arbre entre eux hein deux trois personnes
cefc-cfpb-1000-5-2	c'est pour le séminaire
cefc-cfpb-1000-5-317	et tu as env oui
cefc-cfpb-1000-5-1418	hum je pense que c'est bien
cefc-cfpb-1000-5-1223	et tu enlèves à l'intérieur tu enlèves une partie à l'intérieur
cefc-cfpb-1000-5-414	tu vois ce était des des des
cefc-cfpb-1000-5-19	c'est c'est et fais d'abord ton truc
cefc-cfpb-1000-5-553	non non non non pas du tout non non non non non non non
cefc-cfpb-1000-5-1136	et ben le gars il a ouvrir il a ouvert une boucherie
cefc-cfpb-1000-5-1376	et il qu'on en fait plusieurs moi
cefc-cfpb-1000-5-1585	non il faut mon chef aussi maintenant
cefc-cfpb-1000-5-773	mais bon euh elle était toute seule aussi et puis voilà
cefc-cfpb-1000-5-943	je zappe je je lui dis juste
cefc-cfpb-1000-5-472	ok au n quand tu comment tu te vois est-ce que tu te vois d'abord Bruxellois
cefc-cfpb-1000-5-1702	et malheureusement quand je sais pas bah c'est jusque là hein c'est le seau d'eau que je renverse dans le dans le truc
cefc-cfpb-1000-5-1378	le problème c'est que les transports en commun ne suit pas
cefc-cfpb-1000-5-864	euh j'ai des c des amis hollandais qui sont partis de Bruxelles pour aller habiter à la mer
cefc-cfpb-1000-5-954	bon j'ou je déballe le truc
cefc-cfpb-1000-5-1220	donc tu fais cuire tes chicons
cefc-cfpb-1000-5-1482	on a on ici à Bruxelles on a vraiment une une belle place hein
cefc-cfpb-1000-5-1099	et alors bon c'est toujours la même chose
cefc-cfpb-1000-5-1760	euh oui mais c'est pour déjà les avoir comme ça
cefc-cfpb-1000-5-1184	et tu les tu fais une purée avec
cefc-cfpb-1000-5-1100	c'est que si tu n'as pas deux ans de chômage on sait pas t'embaucher parce qu'en fait
cefc-cfpb-1000-5-898	et puis en fait c'est la fille de Katia
cefc-cfpb-1000-5-87	je vais euh tu dois avoir le f le fixe ou le le gsm
cefc-cfpb-1000-5-1326	alors pas de bip bip pas de gsm à ce moment-là
cefc-cfpb-1000-5-125	son lieu d'origine
cefc-cfpb-1000-5-228	il a fallu fermer les portes
cefc-cfpb-1000-5-1186	tu essayes de mélanger les deux
cefc-cfpb-1000-5-744	ça fait deux ans que j'ai des voisins
cefc-cfpb-1000-5-912	et puis euh elle dit voilà le casier de ma fille
cefc-cfpb-1000-5-1234	ah j'en ferai une fois ça donne envie
cefc-cfpb-1000-5-1679	alors je vais voir parce que je sais où il y a du monde
cefc-cfpb-1000-5-1035	il y a un professeur qui m'a demandé q de te demander d'arrêter de siffler dans les couloirs
cefc-cfpb-1000-5-1598	et il se fait qu'un jour dans l'auditoire un les micros ne fonctionnent pas
cefc-cfpb-1000-5-512	nos nos maisons qui ont été un peu dé dé enfin euh changées modernisées
cefc-cfpb-1000-5-676	euh f foires du bricolage des trucs comme ça
cefc-cfpb-1000-5-1594	la la fille la la fille qui euh
cefc-cfpb-1000-5-1480	faire attention à tout ce qui est euh aussi culture hein je veux dire culture euh comment les les théâtres euh la musique
cefc-cfpb-1000-5-874	ici tu es à Bruxelles au quarante-trois devant le quarante-trois
cefc-cfpb-1000-5-421	et ce sont des professeurs qui étaient
cefc-cfpb-1000-5-1533	euh nan c'est pas vrai parce que
cefc-cfpb-1000-5-609	les les les bourgmestres tous ceux qui portent l'arbre
cefc-cfpb-1000-5-1091	ben euh en fait maintenant
cefc-cfpb-1000-5-211	pour le chauffage
cefc-cfpb-1000-5-434	les deux étages de de bibliothèque et le l'étage informatique
cefc-cfpb-1000-5-75	septante-et-un quatre-vingt nonante-et-un deux-mille-un t oh r
cefc-cfpb-1000-5-1262	et tu en as de bons souvenirs
cefc-cfpb-1000-5-1017	parce que en faut faut t'imaginer que avant c'était deux ans
cefc-cfpb-1000-5-1656	ah on n'a pas cette euh filière alors là
cefc-cfpb-1000-5-604	et c'est eux qui gèrent euh cette fête
cefc-cfpb-1000-5-463	mais ça fait seulement peu d'années que ça arrêté
cefc-cfpb-1000-5-1411	et puis il y a il y a des des paroles qui partent
cefc-cfpb-1000-5-258	voilà quand je sais quand je sais y aller
cefc-cfpb-1000-5-263	cette semaine la semaine prochaine j'ai re déménagement
cefc-cfpb-1000-5-1351	elle était moins présente avant ouais
cefc-cfpb-1000-5-1610	et il était quoi quatre heures et demi
cefc-cfpb-1000-5-662	ça réactive le feu
cefc-cfpb-1000-5-884	et j'ai les Africains qui viennent euh
cefc-cfpb-1000-5-586	depuis qu'il y a eu la la la guerre entre les Louvanistes et les Bruxellois
cefc-cfpb-1000-5-1353	et tu penses que ce sera encore pire
cefc-cfpb-1000-5-261	euh j'ai eu un déménagement
cefc-cfpb-1000-5-1791_2	alors U
cefc-cfpb-1000-5-324_2	tu as pas un quartier favori
cefc-cfpb-1000-5-218	a comment s'est renseigné
cefc-cfpb-1000-5-58	ta situation familiale
cefc-cfpb-1000-5-1690	détecteur euh
cefc-cfpb-1000-5-906	ouais en fait au t la pre la première ils m'ont interviewé j'explique l'histoire de la bouteille de champagne
cefc-cfpb-1000-5-88_1	ton numéro de téléphone
cefc-cfpb-1000-5-335	ben mon quartier c'est c'est la rue du Marais
cefc-cfpb-1000-5-677	et euh ce batiment forcément a changé
cefc-cfpb-1000-5-1018	alors tous les deux ans les étudiants changent si tu n'es pas
cefc-cfpb-1000-5-1634	donc vous pouvez réussir grâce aux délibés
cefc-cfpb-1000-5-735	je veux dire que la machine avant euh je veux dire avant de la vider parfois
cefc-cfpb-1000-5-970	donc ça pas encore commencé hein je suis occupé à regarder avec les les câbles
cefc-cfpb-1000-5-937	et puis elle me dit vous allez recevoir une bouteille de champagne
cefc-cfpb-1000-5-1393	avant parce que pour tu as des gens qui sont debout et qui devraient pas l'être
cefc-cfpb-1000-5-1032	d'ailleurs la secrétaire du recteur en fermant les portes elle m'a appelé elle me dit
cefc-cfpb-1000-5-1131	et puis alors à la TV il dit
cefc-cfpb-1000-5-269	mh et pour aller à la mer tu utilises quoi plus les transports en commun
cefc-cfpb-1000-5-157	Beure ça c'est la commune et Besançon c'est la ville
cefc-cfpb-1000-5-519	ça ce sont des gens
cefc-cfpb-1000-5-151	c'est pas grave
cefc-cfpb-1000-5-1042	elle m'a dit elle m'a dit ça
cefc-cfpb-1000-5-89	et ton adresse mail je la recopirai ça
cefc-cfpb-1000-5-894	euh vous avez servi la messe de mariage de mes parents ils ont vingt-six ans de mariage aujourd'hui
cefc-cfpb-1000-5-120	euh alors ton papa en quelle année il est né
cefc-cfpb-1000-5-345	mais mais mais mais bon c'est c'est là que je m'identifie vu que je s le problème
cefc-cfpb-1000-5-619	et et et forcément c tu as entre guillemets des quartiers d'immigrés
cefc-cfpb-1000-5-1647	puis alors il y a tout le monde qui regarde forcément quand tu ouvres la porte
cefc-cfpb-1000-5-1626	est-ce que vous pouvez me dire la le dernier cours de droit de de ph de phi de t
cefc-cfpb-1000-5-288	et euh il y a d'autres espaces verts à Bruxelles où tu vas
cefc-cfpb-1000-5-610	et alors on va le présenter dans les communes de Bruxelles évidemment en ayant un bon verre de bière à la main
cefc-cfpb-1000-5-110	je suis rentré à Saint-Louis septante-huit
cefc-cfpb-1000-5-1224	et tu mets de la viande hachée
cefc-cfpb-1000-5-449	donc ça date de m dix-huit-cent vin euh cinquante-huit
cefc-cfpb-1000-5-1366	mm ouais
cefc-cfpb-1000-5-74	attends septante-et-un septante-et-un
cefc-cfpb-1000-5-333	comment tu définis les limites de ton
cefc-cfpb-1000-5-551	en bruxellaire ouais le bruxellaire
cefc-cfpb-1000-5-266	puis la semaine sainte et puis après après on envisagera de partir à la mer un jour
cefc-cfpb-1000-5-1689	quand il y a marqué incen enfin euh
cefc-cfpb-1000-5-9	ah c'est pas grave
cefc-cfpb-1000-5-489	mais je sais pas si toi tu te considères comme un vrai Bruxellois
cefc-cfpb-1000-5-1046	c'est p moi j ma personne
cefc-cfpb-1000-5-368	forcément l le le la rue du Marais n'est pas plus la même
cefc-cfpb-1000-5-1369	on va augmenter les trains entre euh
cefc-cfpb-1000-5-1646	bien parfois ça m'arrive de rentrer dans la salle d'examen quand il y a examen
cefc-cfpb-1000-5-1450	non non forcément non non euh le q forcément moi je me rappelle dans le temps
cefc-cfpb-1000-5-1820	tu sais c'est Frédéric
cefc-cfpb-1000-5-1484	le théâtre de la Monnaie euh ce sont des choses qui sont vraiment reconnues euh en-dehors des frontières
cefc-cfpb-1000-5-1438	je veux dire que euh c'est le gros problème là hein
cefc-cfpb-1000-5-504	si tu poserais par exemple euh à un ancien
cefc-cfpb-1000-5-1640	celui-là celui-là celui-là que j'ai réussi je dis ben écoute toujours ça que tu as en moins pour l'année prochaine quoi
cefc-cfpb-1000-5-502	et d'être ici depuis un certain nombre d'années forcément je me sens bruxellois
cefc-cfpb-1000-5-836	et puis euh on leur montre vous êtes ici vous devez aller là euh » des gens qui viennent ici de Atomium de Atomium »
cefc-cfpb-1000-5-1191_2	et euh après ça euh tu mets ça sur ton assiette
cefc-cfpb-1000-5-1636	aux jeunes ils sont motivés quoi
cefc-cfpb-1000-5-1185	et tu ajoutes tes tes poireaux que tu fais aussi
cefc-cfpb-1000-5-637	donc qui est un fameux fameux magasin aussi
cefc-cfpb-1000-5-17	euh que ce soit en en linguistique en sociologie et en sociolinguistique
cefc-cfpb-1000-5-82	ton numéro ben ça ça va
cefc-cfpb-1000-5-986	et euh je veux dire que il y a
cefc-cfpb-1000-5-240	et alors ils ont à partir de ce t en septante-huit en septante-neuf
cefc-cfpb-1000-5-663	et alors bon il y a des gens qui ont dû sauter par la fenêtre au troisième étage qui bon ben tu t'imagines hein
cefc-cfpb-1000-5-442	oh m mai maison de maître un peu comme était l'ancien quarante-trois
cefc-cfpb-1000-5-206	et euh ils sont arrivés ici euh
cefc-cfpb-1000-5-1193	et tu mets ta saucisse que tu as cuit
cefc-cfpb-1000-5-808_2	et euh au niveau niveau des langues est-ce que euh c'est très varié
cefc-cfpb-1000-5-1496	non non maintenant non c'est possible que ils se disent tiens au Botanique comme la publicité
cefc-cfpb-1000-5-1517	non ça me ça par contre c'est vrai que tu t de ne pas avoir su des choses sur des activités qui pouvaient se présenter là
cefc-cfpb-1000-5-202	oui avant ça était mes parents au cent-neuf au cinquième étage
cefc-cfpb-1000-5-631	est-ce que il y a eu des changements au niveau des magasins euh vu qu'il y a eu euh d'autres euh
cefc-cfpb-1000-5-987	il y a il y a tellement d'étudiants qu'on les connaît
cefc-cfpb-1000-5-1543	donc ma journée se termine à trois heures
cefc-cfpb-1000-5-1268	mes années après les primaires c'est là que j'ai été à Etterbeek
cefc-cfpb-1000-5-1503	ah oui il y a Marcel là qui doit recevoir ces publicités
cefc-cfpb-1000-5-231	mais il y avait pas évidemment autant d'étudiants qu'il y a maintenant c'est à dire que à sept heures
cefc-cfpb-1000-5-844	bon on on donne un peu plus de de place aux gens qui n qui ne pouvaient pas accéder à l'unif
cefc-cfpb-1000-5-1386	oui je pense aussi que euh
cefc-cfpb-1000-5-1711	je dis bah euh on va la scier hein comme ça
cefc-cfpb-1000-5-130	et il était ici à Saint-Louis en fait
cefc-cfpb-1000-5-1573	comment euh la même chose dans la salle les rangées de chaises et les des gens qui vont parler devant
cefc-cfpb-1000-5-847	et c'était là pf forcément l'in
cefc-cfpb-1000-5-1790	attends comment je vais faire ça
cefc-cfpb-1000-5-114	mm donc j'ai eu fini en septante-cinq mes études
cefc-cfpb-1000-5-1261	j'ai fait une grosse partie de mes études ici à Bruxelles ouais
cefc-cfpb-1000-5-1074	je vais je vais pouvoir t'aider » ça oui mes enfants sûrement
cefc-cfpb-1000-5-1534	ah alors normalement je commence à six heures quart
cefc-cfpb-1000-5-716_2	et euh mais tu disais que maintenant il y avait plus que le City pour faire les courses toi tu vas aussi là pour faire tes courses
cefc-cfpb-1000-5-1732	et euh si tu as des questions n'hésite
cefc-cfpb-1000-5-1618	je veux dire que pour moi
cefc-cfpb-1000-5-895	puis alors je lui dis »
cefc-cfpb-1000-5-1103	celui qui t'embauche reçoit des subsides de du du du comment du chômage parce que ils mettent un jeune chômeur euh
cefc-cfpb-1000-5-927	vous avez le numéro du casier
cefc-cfpb-1000-5-646	et ça été une catastrophe assez importante euh
cefc-cfpb-1000-5-685	ça c'est-à-dire que au plafond
cefc-cfpb-1000-5-1377	ça me moi je suis tout à fait d'accord
cefc-cfpb-1000-5-329	mais ça f ça va
cefc-cfpb-1000-5-1357	je pense que euh ils veulent faire piétonnier
cefc-cfpb-1000-5-1073	je tu comptes sur moi euh
cefc-cfpb-1000-5-1171	ah ouais ouais ouais ça c'est les tomates farcies
cefc-cfpb-1000-5-529	des petits mots ouais des petits mots ouais mais pas
cefc-cfpb-1000-5-69	je suis depuis mes quatorze ans à Bruxelles
cefc-cfpb-1000-5-1569	donc il faut débarrasser un tout petit peu pour demain avoir moins de travail quoi parce que demain il faut un peu mettre de l'ordre
cefc-cfpb-1000-5-681	oui il y a quelque chose qui n'a pas été euh qu'est-ce qui s'est passé euh »
cefc-cfpb-1000-5-1272	euh bon j'ai plus nécessairement des amis euh ou des connaissances oui des connaissances toujours
cefc-cfpb-1000-5-972	euh c'est grâce à vous que j'ai réussi mes examens »
cefc-cfpb-1000-5-1253	et c'est vrai que là il y a beaucoup de familles qui viennent avec leurs enfants
cefc-cfpb-1000-5-1011	cinq non non non
cefc-cfpb-1000-5-768	j'ai été lui apporter un ballotin de pralines parce que je la connaissais d'avant en plus
cefc-cfpb-1000-5-1196	et dans ce trou tu mets la sauce de dont tu as cuit la la saucisse
cefc-cfpb-1000-5-673	si tu veux le PC à la fois de la police des pompiers des médias c'était le le bloc qui se trouve sur la place Rogier qui s'appelait avant le Martini Center
cefc-cfpb-1000-5-1382	c'est un peu plus facile parce que il y a pas
cefc-cfpb-1000-5-409	et il se fait que des professeurs de l'Institut qui logeaient au-dessus
cefc-cfpb-1000-5-897	mais tu es la fille de Katia » euh que j'ai servi la messe forcément
cefc-cfpb-1000-5-1606	et puis il me dit euh tu viens pour les micros
cefc-cfpb-1000-5-1414	mais il faut quand même un tout petit peu revoir un peu sa copie par rapport au service
cefc-cfpb-1000-5-1087	et il a trouvé un petit boulot dans une école spécialisée
cefc-cfpb-1000-5-1476	on a quand même pas mal de de de de belles choses à voir euh
cefc-cfpb-1000-5-1738	il est là s'il te plait
cefc-cfpb-1000-5-84	et et ton adresse mail aussi il est sur euh ton
cefc-cfpb-1000-5-647	euh je t'invite d'ailleurs à aller voir
cefc-cfpb-1000-5-348	et comme euh je vis et je travaille dans cette maison ben
cefc-cfpb-1000-5-375	donc euh j'ose pas te dire qu'est-ce q comment ça sentait le le jeudi quand il torréfiait le café
cefc-cfpb-1000-5-1374	on fait la journée de comment l'écologie là euh sans voiture journée sans voiture
cefc-cfpb-1000-5-1084	enfin peu plus poussées
cefc-cfpb-1000-5-1350_2	elle était déj
cefc-cfpb-1000-5-807_2	c'est vrai que c'est la dernière hein
cefc-cfpb-1000-5-1168	et donc un plat typiquement bruxellois tu
cefc-cfpb-1000-5-1788	je vais juste voir je pense qu'il n'y en a pas
cefc-cfpb-1000-5-1149	comment on appelle des artisans pouvoir trouver des gens qui filent la laine de pouvoir avoir des gens qui tricotent
cefc-cfpb-1000-5-1575	et alors euh parfois par exemple les professeurs veul veulent les tables en carré bien
cefc-cfpb-1000-5-638	mais au sinon c'est le centre de Bruxelles forcément
cefc-cfpb-1000-5-465	oui oui oui oui oui oui oui oui
cefc-cfpb-1000-5-997	bonjour et ben m'appellent Marcel
cefc-cfpb-1000-5-137_1	et les études
cefc-cfpb-1000-5-641	ç ça toujours été euh déjà avant ou quand il y a eu l'incendie de l'Innovation ça été déjà un grand
cefc-cfpb-1000-5-565	euh non
cefc-cfpb-1000-5-159	ok sa profession
cefc-cfpb-1000-5-1312	bon l'intérieur forcément mais quand il fait mauvais forcément mais ça me dérange pas de travailler quand il fait pas très beau à l'extérieur non non à l'extérieur
cefc-cfpb-1000-5-860	ça permet une diversification des choses
cefc-cfpb-1000-5-1365	il faut un tout petit peu aussi euh
cefc-cfpb-1000-5-1787	euh je sais pas s'il y a un point ou pas attends
cefc-cfpb-1000-5-769	elle avait l'air très sévère
cefc-cfpb-1000-5-570	hum et est-ce que donc le quartier ici il y a beaucoup d'activités qui sont organisées ou comme tu expliquais q que ça beaucoup changé
cefc-cfpb-1000-5-1289	et lui dit tiens tu es en période de bloque » oui oui oui
cefc-cfpb-1000-5-759	c'était pas un peu triste tout seul oui
cefc-cfpb-1000-5-835	je fais vite une photocopie du plan de Bruxelles
cefc-cfpb-1000-5-369	quand on est arrivé ici en septante-huit en sept en septante-et-un qu'elle n'est maintenant euh premièrement à côté du cent-neuf par exemple il y avait un bowlwinkel comme on dit chez nous
cefc-cfpb-1000-5-1799	oh ouais mais j'ai déjà signé au-dessus voilà
cefc-cfpb-1000-5-1448	mais comme tu disais il y a il y a rien euh
cefc-cfpb-1000-5-32	dix-huit zéro quatre cinquante-huit
cefc-cfpb-1000-5-1563	et alors quand c'est fini ça va se finir normalement vers cinq heures et demi six heures si le médiateur est bon
cefc-cfpb-1000-5-1379	ils suivent pas il y a
cefc-cfpb-1000-5-593	mais on a planté l'arbre
cefc-cfpb-1000-5-1076	et euh ils font quoi comme études
cefc-cfpb-1000-5-661	euh tu as l'air qui rentre du coup
cefc-cfpb-1000-5-1611	elle dit j'allais t'appeler
cefc-cfpb-1000-5-1053	parce que ça ça change les idées aux à l'étudiant le fait de devoir on voit très bien quand vous êtes là occupés à bloquer pour les pour les examens
cefc-cfpb-1000-5-98	ah ok
cefc-cfpb-1000-5-686	il y a un espèce de petit petit truc rouge
cefc-cfpb-1000-5-1402	lui c'est un pion dans la truc quoi
cefc-cfpb-1000-5-287	rarement je vais rarement dedans
cefc-cfpb-1000-5-883	et je vais chercher le Saint-Sacrement pour donner la communion
cefc-cfpb-1000-5-1649	et puis tu dis voilà ça va il m'a peté
cefc-cfpb-1000-5-1375	moi je veux bien qu'on fasse la journée sans voiture
cefc-cfpb-1000-5-1477	moi je crois que euh là euh on est on est vraiment
cefc-cfpb-1000-5-1749	et euh maintenant tu peux changer d'avis par la suite
cefc-cfpb-1000-5-1660	tu dois pas rester éveillé euh
cefc-cfpb-1000-5-1275	vu que je suis dans une école euh université par contre ce que j'ai eu c'est d'avoir un professeur avoir un professeur euh ici qui est venu euh
cefc-cfpb-1000-5-1468	malheureusement on heurte certaines personnes
cefc-cfpb-1000-5-738	bon évidemment il y a les cours du soir aussi hein
cefc-cfpb-1000-5-932	est-ce que vous devez je dois avoir un serrurier » non non non »
cefc-cfpb-1000-5-1733	pas euh j'écoute euh je te fais confiance de tout façon
cefc-cfpb-1000-5-452	donc ils ne faisaient que deux ans aussi
cefc-cfpb-1000-5-1728	j'avais besoin d'une heure une heure dix
cefc-cfpb-1000-5-1427	je pense ce genre de choses
cefc-cfpb-1000-5-804	la petite dame-là qui vend les journaux milieu qui se demande ce qu'elle fait encore là
cefc-cfpb-1000-5-446	euh il y il y a un comment un pape qui voulait faire à Sai à à Bruxelles une chaire de philosophie
cefc-cfpb-1000-5-742	euh m est-ce que au niveau de ton voisinage donc vu que tantôt tu me parlais aussi euh de l'immigration est-ce que tu as vu aussi un changement dans ton voisinage
cefc-cfpb-1000-5-1129	il travaillait dans les assurances depuis vingt-cinq ans
cefc-cfpb-1000-5-953	le gars sait pas plus que moi ce qu'il y a dedans
cefc-cfpb-1000-5-66	comment depuis que tu es né ou euh enfin depuis que tu es né et combien de temps alors tu vis euh ch de
cefc-cfpb-1000-5-1058	vous en faites pas c'est pas parce que vous avez raté que votre vie est
cefc-cfpb-1000-5-1542	mais quand tu as travaillé euh normalement j'ai fini à trois heures
cefc-cfpb-1000-5-169	ne me demande pas l'a l'année de naissance
cefc-cfpb-1000-5-527	quoi mais tu maitrises en fait le le parlé bruxellois quelques mots
cefc-cfpb-1000-5-424	et euh ils logeaient au-dessus quoi dans les appartements qui se trouvaient au-dessus
cefc-cfpb-1000-5-720	forcément question habillement euh chaussures euh ben
cefc-cfpb-1000-5-1155	j'en ai marre euh je veux regarder derrière moi ce que j'ai fait et se dire stop je veux faire autre chose ben pourquoi pas il y a pas de sots métiers hein
cefc-cfpb-1000-5-723	évidemment les petits magasins comme le Bollewinkel comme je parlais avant tu pouvais être certain dans dans différents
cefc-cfpb-1000-5-854	et alors euh forcément maintenant on a des étudiants maghrébins qu'on n'avait pas tellement avant des Africains qu'on n'avait pas tellement avant
cefc-cfpb-1000-5-422	il y avait beaucoup plus de religieux à ce moment-là
cefc-cfpb-1000-5-1777	il faut conservation des données anonymisées voilà
cefc-cfpb-1000-5-1552	et après on te retéléphone pour te dire
cefc-cfpb-1000-5-766	on peut pas rencontrer des gens quoi
cefc-cfpb-1000-5-1791_1	ah oui
cefc-cfpb-1000-5-760	parce qu'évidemment il y a pas de pf
cefc-cfpb-1000-5-1545	il y a il y a un colloque qui commençait à neuf heures ici à la salle d'examen
cefc-cfpb-1000-5-1154	et ben voilà je veux dire que si à un moment donné on se dit pf
cefc-cfpb-1000-5-1710	attends il sait plus rentrer à la maison quoi qu'est-ce qu'on fait
cefc-cfpb-1000-5-239	et alors euh bon je fermais les portes moi-même
cefc-cfpb-1000-5-900	ouais mais en fait la mémoire des visages l'ai je n'ai pas nécessairement la visag le la mémoire des noms
cefc-cfpb-1000-5-820	mais c'est vrai que de toutes nationalités
cefc-cfpb-1000-5-506	là c'est c'est i
cefc-cfpb-1000-5-971	bon et puis elle me dit euh vous êtes Marcel » oui »
cefc-cfpb-1000-5-308	c'est quand on est dans la chaussée au début de la chaussée de Wavre quand on descend l'autoroute de Namur
cefc-cfpb-1000-5-1141	en fait c'était une dame qui travaillait aussi dans les assurances et qui courait un peu partout
cefc-cfpb-1000-5-1413	et ça va pas ç je comprends hein le le le fait de de d'être agressé dans le train des trucs comme ça
cefc-cfpb-1000-5-734	c'est un peu comme la machine ici hein
cefc-cfpb-1000-5-871	enfin normalement je suis du du Finistère vu que c'est la rue Neuve
