clips	text
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-50	il a du mal à le soulever de ses deux mains
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-5	et parfois les jours se passaient bien parfois
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-4	et j'allais de porte en porte en demandant une nourriture ou au mieux un gîte pour la nuit
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-17	je me suis j'ai dit maître maître de cette maison
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-102	alors il s'est mis à errer dans les rues sans but précis
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-130	un jour il y a une caravane qui est passée qui a récupéré cet homme
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-35	et le mendiant a regardé l'homme
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-80	et au bout d'un moment le mendiant s'est levé tout titubant
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-2	eh bien écoute il y a bien longtemps alors que je n'exerçais pas encore le métier de barbier
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-20	il a dit oh
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-81	il s'est rapproché près du maître de maison et lui a donné un coup derrière la tête
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-117	et ce bédouin avait une femme
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-76	et il a demandé une autre carafe
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-119	elle tournait plus particulièrement autour du barbier de Lèvre-Coupée
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-45	il s'est assis dessus en face de lui le maître de maison a dit
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-44	l'homme a regardé par terre une dalle froide
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-46	alors écoute nous allons commencer par ben
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-129	il a continué son chemin
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-112	je n'ai rien je ne peux pas me racheter
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-109	vas-tu t'acheter esclave
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-87	alors il a dit cela fait bien longtemps
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-16	respectueusement je me suis agenouillé
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-30	mais lève-toi mon ami lève-toi tu vas manger
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-22	non non je n'ai pas mangé
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-15	il y avait là un homme d'allure noble
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-34	et le maître de maison a dit mais lave-toi les mains lave-toi les mains mon ami voyons lave-toi les mains puis mangeons
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-116	l'homme le barbier et puis chaque jour c'était pareil
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-118	et la femme elle tournait autour des prisonniers
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-65	puis plus j'ai le ventre plein
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-18	pourrais-je avoir à manger l'homme
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-12	ils m'ont dit mais vas le voir
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-27	ah moi qui vis à Bagdad
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-14	alors j'ai avancé je suis arrivé dans une cour intérieure
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-88	je me livre à ce petit jeu
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-99	le sultan a confisqué tous ses biens parce qu'il n'avait pas d'héritier
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-10	et les serviteurs n'ont rien répondu
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-53	et le mendiant s'est régalé avec des morceaux de poulet imaginaire
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-74	et le maître de maison a commencé à servir une fausse coupe et il a tendue à l'homme qui l'a saisie qui l'a remercié et qui a commencé à boire rien du tout
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-68	mais maintenant nous allons boire fais-moi le plaisir de boire
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-43	et puis le maître de maison lui a dit installe-toi sur ce beau coussin moelleux
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-124	mais un beau jour la femme elle s'est tellement approchée qu'il n'a pas eu le temps de se reculer
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-95	il s'occupait de ses affaires
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-66	alors l'hôte de la maison a dit oh mais attends
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-70	je je ne peux pas boire
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-120	l'homme lui il essayait de la fuir
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-38	et il s'est lavé les mains également avec rien du tout
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-55	il faisait marcher ses mâchoires
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-21	mais tu tu n'as pas mangé
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-125	et à ce moment-là le maître le bédouin passait quand il a aperçu sa femme juste à côté de son prisonnier
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-36	et il s'est dit visiblement il aime bien rire
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-60	et au bout d'un moment le mendiant a regardé son hôte
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-94	et ce mendiant est devenu l'ami du maître de maison
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-90	et on s'est vraiment lavé les mains
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-1	oh commandeur des croyants
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-93	et on a vraiment mangé
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-52	régale-toi mon ami c'est pour toi
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-122	si jamais mon maître l'aperçoit près de moi il va se faire des idées
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-113	et l'homme le frappait tant
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-131	et qui l'a ramené jusqu'à Bagdad
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-110	et le mendiant le regardait et lui disait
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-105	et un jour au cours d'un de ses voyages sa caravane s'est fait attaquer par des bédouins
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-56	et devant lui l'hôte de la maison faisait de même
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-32	et le maître de maison a dit qu'on apporte tout de suite tout de suite qu'on apporte une bassine avec de l'eau
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-69	et le mendiant a dit non non
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-111	mais je n'ai que ma pauvreté qui m'appartienne
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-75	et le maître de maison a bu rien du tout
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-73	et on a apporté un vin imaginaire et personne ne l'a apporté d'ailleurs
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-72	et l'hôte de la maison a dit allons tu ne vas pas me fâcher qu'on apporte le vin
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-24	je n'ai pas mangé depuis hier
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-7	et un matin j'ai frappé à la porte d'une grande demeure presqu'un palais
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-47	tiens du poulet du poulet à la pistache qu'on apporte le poulet à la pistache
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-123	et là Dieu seul sait ce que j'aurais en récompense
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-39	et puis le maître de maison a dit qu'on m'apporte une serviette une serviette ah merci pour la serviette
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-51	regarde comme il pose juste devant toi
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-92	puis des fruits secs puis des plats du poisson de la viande des desserts
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-59	on a vu des légumes on a vu de la viande du poisson
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-85	et là le mendiant a dit oh maître je crois que c'est le vin qui m'a rendu saoûl
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-42	et le mendiant s'est essuyé avec une serviette imaginaire
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-86	et le maître de maison a trouvé que cet homme avait de la repartie
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-115	on l'a appelé Lèvre-Coupée
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-58	on a vu des fruits secs
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-101	comme il avait été la première journée
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-103	il a fait des voyages à gauche à droite sans vraiment savoir où aller
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-41	mais essuie-toi les mains
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-89	mais tu es le premier mendiant qui s'y prête qu'on m'apporte la bassine et une vraie bassine est arrivée avec un homme
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-77	et on a apporté une autre carafe imaginaire
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-84	est-ce qui te prend tu es fou
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-133	et on l'appelait le barbier à la lèvre coupée
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-127	il s'est rapproché du prisonnier une fois de plus il a battu à mort
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-96	les pourparlers ça duré vingt ans vingt ans de prospérité et un jour l'homme qui était assez âgé est mort
cefc-frenchoralnarrative-Bizouerne_062-9_BARBIER_FIN-106	il a été fait prisonnier
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-46	mais regarde-moi il est écrit dans le grand livre de la vie que je ne mourrai que lorsque mes bois
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-170	en deuxième image il a vu des guerres
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-7	et il tranche comme une épée toujours de façon juste
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-171	il a commencé à se courber vers le sol comme le roseau avec le vent
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-153	à moitié endormi il a regardé l'inconnu
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-118	puis elle lui en a tendu une seconde
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-181	chaque année poussent deux fleurs une blanche
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-51	mais tu as le temps
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-66	ohé ohé ohé
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-67	que se passera-t-il ensuite
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-11	un jour un heureux événement arrive Adania et Moquetard
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-41	alors il a commencé à galoper pendant des jours et des lunes d'est en ouest du nord au sud
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-168	en première vue il a vu une famine des gens au ventre gonflé d'autres qui mouraient de faim des jeunes des vieux tout de suite
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-164	alors à ce moment-là Adaniep est descendu de cheval
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-147	et il a vu un vieux qui était contre un mur
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-117	défileront devant tes yeux comme des visions
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-32	et si je sors de cette pièce ce serait uniquement pour aller chercher mère éternité
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-175	en fait il était en train de contempler toute l'horreur de l'humanité en troisième vision
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-128	il a essayé de caresser le volatile à peine sa main effleurait-elle le plumage du corbeau que celui-ci est tombé en poussière
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-71	non je ne veux pas
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-179	le vieux s'est penché
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-80	je suis mère éternité si tu veux
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-145	il a cherché quelqu'un pour le renseigner
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-115	si quand tu arrives chez toi tu ne reconnais rien hume-la
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-45	homme tu cherches ce que tu ne peux pas posséder
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-169	il y a des rides qui ont commencé à apparaître sur son visage comme des petites vagues des taches de vieillesse sur ses mains
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-125	il a franchi des montagnes des plaines des déserts des lacs des montagnes des plaines des déserts des lacs des montagnes des plaines des déserts des lacs
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-59	il a mis toute la nuit pour escalader celle-ci quand il est arrivé le lendemain matin avec l'aurore
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-24	pourtant chaque jour sa mère vient frapper à sa porte
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-12	ont un enfant un fils Adaniep le petit hérite des qualités de ses parents
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-25	le temps passe un jour comme tant d'autres mon fils
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-56	il est arrivé en bas d'une montagne
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-10	elle est merveilleuse belle comme l'aurore
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-140	enfin jour il est arrivé en un territoire qu'il pensait être celui de Moquetard
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-4	il est respecté par tous pour son sens de la justice sur ses terres lorsqu'il y a un problème
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-35	elle lui a dit d'accord
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-19	dans la salle principale du château
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-1	par-delà les mers il y a un château à l'intérieur de celui-ci
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-182	et une rouge si un jour par malheur
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-119	une rouge elle lui a dit
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-121	celle-ci c'est la fleur de l'oubli si ce que tu vois est trop difficile à supporter
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-78	quand il a été à un mètre la belle étrangère lui a dit cela fait longtemps
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-27	les gens connaissent ta valeur
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-30	mon fils Moquetard est mort je sais mère
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-185	d'aller chercher une des deux fleurs
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-155	tu parles comme les anciens comme l'aïeul de mes aïeux de mes aïeux
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-97	alors mère éternité lui a dit oh euh tu es libre
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-18	vite il y a un cavalier vêtu de noir qui descend de sa selle qui intervient
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-172	ses jambes ont commencé à trembler ses cheveux
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-141	il a regardé deux enfants qui étaient là
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-76	puis au trot plus calmement il est descendu de cheval
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-68	oh je mourrai
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-43	un midi il est arrivé au milieu d'une clairière
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-156	mais tu voudrais me faire croire que tu es le légendaire Adaniep euh
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-37	ils ont été ensemble aux écuries
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-94	je vais aller les répandre vers mon peuple
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-150	je suis Adaniep fils de Moquetard
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-13	il est fier et noble comme son père
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-132	il a continué à galoper toujours plus vite en avant avant en avant toujours plus vite en avant avant avant
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-130	il a vu qu'il y avait là des plumes
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-96	je vais retourner voir ma mère
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-23	et il refuse d'en sortir jusqu'à nouvel ordre
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-44	il y avait là un cerf cerf sais-tu où je peux trouver mère éternité
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-152	le vieux a redressé la tête a ouvert ses paupières
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-184	il sera peut-être temps pour nous
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-42	il a parcouru la terre
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-112	une première une blanche
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-116	et les années qui se sont écoulées
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-85	et il a vécu avec cette femme pendant sept ans durant
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-60	il a vu un oiseau qui était là qui toute la journée donnait des coups d'aile au niveau de son cou et qui hurlait comme ça duvet dans le ravin duvet dans le ravin duvet dans le ravin duvet dans le ravin duvet dans le ravin duvet dans le ravin corbeau sais-tu où je peux trouver mère éternité quoi
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-133	un matin il est arrivé au milieu d'une clairière
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-6	lui il pèse le pour et le contre
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-16	un soir au loin on voit un nuage de poussière qui s'approche doucement
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-57	justement en haut
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-154	euh étranger tu parles bien
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-58	un nuage de sable a attiré son attention
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-136	il a continué de galoper pendant des jours et des lunes d'est en ouest du nord au sud
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-183	nous n'avons plus envie de transmettre nos notre savoir ou de donner notre amour
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-167	et devant ses yeux il a vu des images les années qui s'étaient écoulées
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-101	tu dis n'importe quoi comment cela est-il possible
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-55	on dit qu'il a franchi des lacs des déserts des plaines et même des montagnes des lacs des déserts des plaines et même des montagnes des lacs des déserts des plaines et même des montagnes un matin
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-142	il ne comprenait pas leur langage les gamins
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-92	il a été voir sa bien-aimée lui a dit
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-21	monte dans une des chambres du château premier étage
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-143	eux amusés
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-114	regarde c'est la fleur du souvenir
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-75	il s'est approché en galopant
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-22	et il s'enferme à double tour
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-65	Adaniep s'est approché près du gouffre
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-91	après cette période un matin Adaniep s'est levé
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-180	lui a donné Adaniep l'a humée depuis ce temps-là en cet endroit bien précis
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-39	elle lui a dit quand tu l'auras trouvée
cefc-frenchoralnarrative-Bizouerne_036-4_CELUI_QUI_NE_VEUT_PAS_MOURIR_2-8	cet homme a une femme
