clips	text
cefc-tcof-Carr_mar_06-7	hum hum c'est bien compliqué tout ça
cefc-tcof-Carr_mar_06-1	l'oral c'est plus centré
cefc-tcof-Carr_mar_06-5	et puis de la direction euh
cefc-tcof-Carr_mar_06-91	je pense elle allait à des réunions à la préfecture le soir tard euh
cefc-tcof-Carr_mar_06-25	donc ils vont en faire monter euh sur trois ans pendant
cefc-tcof-Carr_mar_06-113	et euh la personne qui va aux réunions à la préfecture c'est un ingénieur
cefc-tcof-Carr_mar_06-103	et maintenant elle est elle est partie de ce service
cefc-tcof-Carr_mar_06-115	et ils ont laissée faire ça pendant plus de dix ans
cefc-tcof-Carr_mar_06-6	au niveau local
cefc-tcof-Carr_mar_06-75	voilà elle fait pas son boulot que pour la paie elle fait son boulot euh
cefc-tcof-Acc_kom_07-54	c'est comme il a dit tout à l'heure
cefc-tcof-Acc_kom_07-137	ça doit être compliqué pour la généalogie
cefc-tcof-Acc_kom_07-25	je te promets que
cefc-tcof-Acc_kom_07-106	par exemple dans le tiers-état
cefc-tcof-Acc_kom_07-1	ça c'est les c'est marrant
cefc-tcof-Acc_kom_07-46	j'étais donc dans un pays étranger avec une langue étrangère
cefc-tcof-Acc_kom_07-30	toi tu euh ah tu as tu as vécu ailleurs aussi avant
cefc-tcof-Acc_kom_07-81	et euh mon petit-fils il cultivera des betteraves ou des patates
cefc-tcof-Acc_kom_07-117	c'est nom de famille euh
cefc-tcof-Acc_kom_07-99	si tu trouves ta copine et qu'elle habite ailleurs après faut faire un choix c'est un endroit ou un autre plein de raisons
cefc-tcof-Acc_kom_07-136	ben euh oui c'est vrai
cefc-tcof-Acc_kom_07-114	si si il y a des noms de famille mais à cette époque-là c'était des gens se définissaient par rapport au père par rapport
cefc-tcof-Acc_kom_07-96	je pars ailleurs pour mieux gagner
cefc-tcof-Acc_kom_07-19	euh oui l'accent-là je vais dire moi pour moi
cefc-tcof-Acc_kom_07-131	c'est amont de de rivière
cefc-tcof-Acc_kom_07-57	oui oui on on appelle on appelle dia
cefc-tcof-Acc_kom_07-94	quand on déménage souvent c'est raison du métier
cefc-tcof-Acc_kom_07-116	ah que maintenant c'est je vais dire
cefc-tcof-Acc_kom_07-45	c'est que euh bon quand on est quand j'étais petit
cefc-tcof-Acc_kom_07-55	Clément comme tous les Japonais ont un accent ou tous les vous avez un
cefc-tcof-Acc_kom_07-143	c'est Dupont et le et euh ça peut être
cefc-tcof-Acc_kom_07-61	mais en fait c'est c'est l'accent
cefc-tcof-Acc_kom_07-157	les je fais pas la discrimination vers les femmes
cefc-tcof-Acc_kom_07-139	parce que ah ben maintenant France c'est stupide ailleurs qu'on voit c'est euh tu peux porter le nom de ta mère
cefc-tcof-Acc_kom_07-34	tandis que moi c'est je suis né ici ça fait dix-huit ans que je parle avec des personnes qui sont nées ici
cefc-tcof-Acc_kom_07-142	son père c'est euh je sais pas c'est euh c'est François la mère
cefc-tcof-Acc_kom_07-124	parce que j'habite
cefc-tcof-Acc_kom_07-80	où j'ai cultivé mes betteraves
cefc-tcof-Acc_kom_07-9	tu t'écoutes tu t'enregistres
cefc-tcof-Acc_kom_07-108	quand les gens quand euh ils devaient dire leur nom
cefc-tcof-Acc_kom_07-154	mais moi je trouve que oh c'est bête ça
cefc-tcof-Acc_kom_07-101	hein oui mais quand même la plupart du temps souvent tu sais
cefc-tcof-Acc_kom_07-138	alors cette histoire
cefc-tcof-Acc_kom_07-129	par exemple Murakami ben
cefc-tcof-Acc_kom_07-121	restauration de Meiji
cefc-tcof-Acc_kom_07-83	et euh et on
cefc-tcof-Acc_kom_07-126	euh en amont de la fleuve fleuve fleuve de la rivière comment on l'appelle
cefc-tcof-Acc_kom_07-144	voilà ça peut être Julien François Dupont
cefc-tcof-Acc_kom_07-5	et pour les pour les étrangers euh enfin les des des régions étrangères c'est leur accent qui est naturel
cefc-tcof-Acc_kom_07-87	eh ben elles elles restent à vivre dans le même endroit au même endroit
cefc-tcof-Acc_kom_07-120	ouais c'est lors de la
cefc-tcof-Acc_kom_07-49	que moi limite euh ça m'est égal je pense que ça ça doit ça doit jouer
cefc-tcof-Acc_kom_07-26	si non mais c'est c'est ça me paraît logique
cefc-tcof-Acc_kom_07-40	comme toi tu as vécu peut-être huit ans au Havre et qu'
cefc-tcof-Acc_kom_07-2	pour toi l'accent naturel c'est le tien
cefc-tcof-Acc_kom_07-122	ben c'est fin voilà
cefc-tcof-Acc_kom_07-141	tu peux t'appeler euh Julien euh
cefc-tcof-Acc_kom_07-86	c'est souvent quand notre entourage forcément sur trente personnes qu'on connaît euh plus de vingt plus de vingt vingt-cinq
cefc-tcof-Acc_kom_07-147	ou tu portes le nom du père
cefc-tcof-Acc_kom_07-11	et tu t'en rendras compte au niveau de l'accent
cefc-tcof-Acc_kom_07-17	si vu que moi j'ai grandi en Lorraine tout ça je n'ai entendu que des gens parler
cefc-tcof-Acc_kom_07-148	ou tu décides de porter le nom de la mère
cefc-tcof-Acc_kom_07-158	c'est euh c'est pour simplifier quoi ça été l'homme ça été l'homme
cefc-tcof-Acc_kom_07-8	même si tu t'écoutes
cefc-tcof-Acc_kom_07-90	qui déménagent après l'attrait
cefc-tcof-Acc_kom_07-48	tu sais après quand on te parle une que finalement quand on te parle à quand on parle après dans une langue étrangère de ne pas être dérangé parce que tu sais il y a des gens dès qu'on dès qu'ils entendent parler une langue étrangère ils sont pas ils aiment pas quoi
cefc-tcof-Acc_kom_07-159	tu entends le le pur produit de la société phallocratique
cefc-tcof-Acc_kom_07-37	ou si elles ont déménagé qui l'ont forcément un peu attrapé
cefc-tcof-Acc_kom_07-68	ouais mais c'est c'est après
cefc-tcof-Acc_kom_07-134	donc les voisins devaient avoir le même nom euh
cefc-tcof-Acc_kom_07-95	je trouve un métier ailleurs plus intéressant ben
cefc-tcof-Acc_kom_07-132	on a inventé beaucoup de nom comme ça
cefc-tcof-Acc_kom_07-105	dans la France euh
cefc-tcof-Acc_kom_07-67	mais euh ce qui ce qui ce qui définit un accent c'est quand même une grande part de l'histoire avec euh les populations qui ont vécu à tel endroit je veux dire
cefc-tcof-Acc_kom_07-92	l'attrait davantage culturel
cefc-tcof-Acc_kom_07-43	pas ben je sais pas je
cefc-tcof-Acc_kom_07-113	quelqu'un mh c'est-à -dire vous n'avez pas de nom de famille
cefc-tcof-Acc_kom_07-50	mh mh je pense ça aussi
cefc-tcof-Acc_kom_07-47	et je me demande si ça joue pas au niveau de l'oreille
cefc-tcof-Acc_kom_07-103	au Moyen-Âge euh enfin
cefc-tcof-Acc_kom_07-71	il y avait euh je sais plus des Gaulois et caetera les Francs
cefc-tcof-Acc_kom_07-133	ben alors les voisins ils devaient avoir le même nom parce qu'il y a toujours un seul amont de la rivière
cefc-tcof-Acc_kom_07-51	doit jouer quand tu commences à apprendre des langues
cefc-tcof-Acc_kom_07-22	quelqu'un m'a dit une autre région qui c'est
cefc-tcof-Acc_kom_07-73	mais là tu rentres dans tout ce qui est euh les dialectes les vernaculaires euh
cefc-tcof-Acc_kom_07-77	et si on s'est implanté là notre famille s'implante là
cefc-tcof-Acc_kom_07-33	parce que tu as été habitué en euh avant si tu habitais au Havre ou en Belgique tu avais pas le même accent autour de toi
cefc-tcof-Acc_kom_07-76	c'est c'est on s'est sédentarisé
cefc-tcof-Acc_kom_07-85	et on reste souvent implanté dans un coin
cefc-tcof-Acc_kom_07-75	ça c'est on on on reste quand même des des sédentaires et à partir d'un moment
cefc-tcof-Acc_kom_07-151	tu peux porter les deux si les parents le veulent après tu choisis
cefc-tcof-Acc_kom_07-44	mais par contre moi je me rends je je me rends assez compte
cefc-tcof-Acc_kom_07-74	oui mais euh forcément c'est souvent c'est euh l'histoire qui veut
cefc-tcof-Acc_kom_07-52	mais c'est difficile à dire parce qu'on n'a pas de français sans accent
cefc-tcof-Acc_kom_07-53	oui tous les Français ont un accent normal
cefc-tcof-Acc_kom_07-123	fin fin dix-neuvième on a inventé beaucoup de noms de famille
cefc-tcof-Acc_kom_07-24_2	je ai j'ai déjà fait
cefc-tcof-Acc_kom_07-109	ils disaient je m'appelle par exemple
cefc-tcof-Acc_kom_07-79	c'est notre terre à nous quelque part
cefc-tcof-Acc_kom_07-130	ça ça signifie c'est
cefc-tcof-Acc_kom_07-107	euh même jusqu'au dix-neuvième siècle
cefc-tcof-Acc_kom_07-84	et ensuite tu tous nos connaissances sont là
cefc-tcof-Acc_kom_07-118	ça marché chez nous comme ça parce que on n'a pas on avait pas de nom de famille pour des paysans
cefc-tcof-Acc_kom_07-112	François fils de
cefc-tcof-Acc_kom_07-66	qui est non partout partout
cefc-tcof-Cartables_bar_08-360	d'accord et quelles sont justement les horaires d'ouverture euh du bureau
cefc-tcof-Cartables_bar_08-88	non non pas particulièrement enfin après bon bon la création d'entreprise c'est toujours un petit peu compliqué euh
cefc-tcof-Cartables_bar_08-169	après dans la pratique euh ben dans la on a quand même des exigences de qualité
cefc-tcof-Cartables_bar_08-295	on a des intervenants qui sont très cadrantes ou d'autres qui le sont moins enfin voilà
cefc-tcof-Cartables_bar_08-308	alors là c'est pas très facile de vous répondre parce que ça été vraiment euh au moment de la création de la société euh du choix du nom euh euh
cefc-tcof-Cartables_bar_08-155	et euh donc euh sur euh l'association en général l'organisation
cefc-tcof-Cartables_bar_08-342	au moins on nous oublie pas quoi on nous retient
cefc-tcof-Cartables_bar_08-274	par rapport à la demande de la famille
cefc-tcof-Cartables_bar_08-277	autant que possible euh
cefc-tcof-Cartables_bar_08-248	je comme je vous ai expliqué
cefc-tcof-Cartables_bar_08-23	là vraiment aide aux devoirs et soutien scolaire
cefc-tcof-Cartables_bar_08-192	mais euh on en a fait deux par exemple ce matin c'est-à-dire qu'on passe euh ben aux sorties d'école euh au domicile des parents et caetera voir si tout a l'air de bien se passer si les enfants ne sont pas enfermés dans le placard en train de hurler ou ce genre de choses
cefc-tcof-Cartables_bar_08-227	mais bon ça tout dépend du contexte hein
cefc-tcof-Cartables_bar_08-138	d'accord et par rapport à la société de NNAAMMEE euh quel est son périmètre d'action euh jusqu'à quelle ville vous acceptez
cefc-tcof-Cartables_bar_08-53	mais euh plutôt par exception c'est plutôt majoritairement des gens qui ont un projet professionnel autour de l'enfant
cefc-tcof-Cartables_bar_08-172	donc il nous arrive de dire non à certaines familles
cefc-tcof-Cartables_bar_08-352	enfin c'est vraiment
cefc-tcof-Cartables_bar_08-281	et c'est ça qui fait notre valeur ajoutée
cefc-tcof-Cartables_bar_08-82	donc tout ça fait que à un moment donné voilà je suis passée euh de l'autre côté de la barrière
cefc-tcof-Cartables_bar_08-307	le choix du du logo euh
cefc-tcof-Cartables_bar_08-218	quoi et euh l'intervenant est sanctionné
cefc-tcof-Cartables_bar_08-130	maintenant à NNAAMMEE et à NNAAMMEE et d'ailleurs enfin sur la NNAAMMEE on va dire en général
cefc-tcof-Cartables_bar_08-198	ben n'est pas l'heure euh euh oublie les enfants voilà euh
cefc-tcof-Cartables_bar_08-296	c'est un petit peu tout ça qui fait que euh on choisit telle ou telle personne
cefc-tcof-Cartables_bar_08-90	était exclusivement un un diplôme de l'enseignement supérieur
cefc-tcof-Cartables_bar_08-187	on insiste beaucoup sur le fait qui on est toujours à leur disposition s'il y a un souci qui se fait jour face à une intervention
cefc-tcof-Cartables_bar_08-85	mais euh il a fallu repasser euh des des diplômes euh
cefc-tcof-Cartables_bar_08-197	et comment vous faites face aux problèmes qui peut arriver si une intervenante euh
cefc-tcof-Cartables_bar_08-367	on s'adresse à des gens qui ont pas beaucoup de temps libre
cefc-tcof-Cartables_bar_08-252	ou alors en cours de de diplôme
cefc-tcof-Cartables_bar_08-29	et euh les enfants c'est à partir de quel âge
cefc-tcof-Cartables_bar_08-119	donc de la même façon responsable euh je dirais du quotidien
cefc-tcof-Cartables_bar_08-315	donc c'est venu comme ça
cefc-tcof-Cartables_bar_08-24	mais euh c'est très très petit enfin notre activité de garde
cefc-tcof-Cartables_bar_08-338	et puis bon l'avenir a montré que c'était un bon choix parce que que les gens aiment beaucoup
cefc-tcof-Cartables_bar_08-60	d'accord et dans quel cas vous l'avez enfin
cefc-tcof-Cartables_bar_08-314	voilà ça je trouvais que c'était sympa
cefc-tcof-Cartables_bar_08-323	et donc le nom NNAAMMEE juste parce alors pareil euh bon c'est très difficile de choisir le nom d'une société
cefc-tcof-Cartables_bar_08-174	mais ça reste l'exception quoi hein
cefc-tcof-Cartables_bar_08-354	c'est beaucoup par téléphone
cefc-tcof-Cartables_bar_08-50	donc euh ben principalement des étudiantes d'ailleurs
cefc-tcof-Cartables_bar_08-131	et euh d'ailleurs c'est plutôt
cefc-tcof-Cartables_bar_08-298	et si ça marche pas on change
cefc-tcof-Cartables_bar_08-37	si vous voulez de manière différenciée entre les zéro trois ans et les trois douze ans on va dire
cefc-tcof-Cartables_bar_08-208	on travaille toujours en temps réel euh
cefc-tcof-Cartables_bar_08-287	mais parfois les parents ont des exigences vouloir quelqu'un de de de très sociable ou au contraire de très discret ou au contraire de blond ou de brun
cefc-tcof-Cartables_bar_08-159	aujourd'hui sur euh NNAAMMEE on va dire
cefc-tcof-Cartables_bar_08-21	au domicile des familles
cefc-tcof-Cartables_bar_08-212	donc si on peut intervenir euh on y va tout de suite
